Kingdom;Phylum;Class;Order;Family;Genus;Species;Subspecies;Full Name;Rank;Remarks;start_date;start_notification;end_date;end_notification;party;notes;valid
Animalia;Chordata;Reptilia;Sauria;Agamidae;Uromastyx;ocellata;;Uromastyx ocellata;SPECIES;;16/01/1992;CITES Notif. No. 662;;;Egypt;All exports. Trade ban issued under the synonym <i>Uromastyx ocellatus</i>.;true
Animalia;Chordata;Reptilia;Sauria;Agamidae;Uromastyx;ornata;;Uromastyx ornata;SPECIES;;16/01/1992;CITES Notif. No. 662;;;Egypt;All exports. Trade ban issued under the synonym <i>Uromastyx ornatus</i>.;true
Animalia;Chordata;Reptilia;Sauria;Chamaeleonidae;Calumma;;;Calumma;GENUS;;12/08/2014;CITES Notif. No. 2014/039;;;Madagascar;All exports, except <i>C. andringitraense, C. boettgeri, C. brevicorne, C. crypticum, C. fallax, C. gallus, C. gastrotaenia, C. glawi, C. globifer, C. guillaumeti, C. malthe, C. marojezense, C. nasutum, C. oshaughnessyi, C. parsonii, C. vencesi</i>;true
Animalia;Chordata;Reptilia;Sauria;Chamaeleonidae;Chamaeleo;africanus;;Chamaeleo africanus;SPECIES;;12/08/2014;CITES Notif. No. 2014/039;;;Niger;All exports. ;true
Animalia;Chordata;Reptilia;Sauria;Chamaeleonidae;Chamaeleo;africanus;;Chamaeleo africanus;SPECIES;;16/01/1992;CITES Notif. No. 662;;;Egypt;All exports.;true
Animalia;Chordata;Reptilia;Sauria;Chamaeleonidae;Chamaeleo;chamaeleon;;Chamaeleo chamaeleon;SPECIES;;16/01/1992;CITES Notif. No. 662;;;Egypt;All exports.;true
Animalia;Chordata;Reptilia;Sauria;Chamaeleonidae;Furcifer;;;Furcifer;GENUS;;12/08/2014;CITES Notif. No. 2014/039;;;Madagascar;All exports, except <i>F. antimena, F. bifidus, F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.;true
Animalia;;;;;;;;Animalia;KINGDOM;;29/11/2010;CITES Notif. No. 2010/038;;;Philippines;The export of wild-caught specimens of terrestrial fauna for commercial purposes, and captive-bred specimens of terrestrial fauna except those from breeders authorized and registered by the Department of Environment and Natural Resources (DENR).;true
Animalia;Chordata;Mammalia;;;;;;Mammalia;;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;"The export of all live specimens of native species of mammals (with the exception of: species subject to management plans and export quotas; specimens bred in captivity in registered operations; species considered as pests or harmful under current legisla";true
Animalia;Chordata;Mammalia;Artiodactyla;Hippopotamidae;Hippopotamus;amphibius;;Hippopotamus amphibius;SPECIES;;12/08/2014;CITES Notif. No. 2014/039;;;Mozambique;All exports. ;true
Animalia;Chordata;Mammalia;Artiodactyla;Tayassuidae;Catagonus;wagneri;;Catagonus wagneri;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Artiodactyla;Tayassuidae;Pecari;tajacu;;Pecari tajacu;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives (except for trophies).;true
Animalia;Chordata;Mammalia;Artiodactyla;Tayassuidae;Tayassu;pecari;;Tayassu pecari;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis;aureus;;Canis aureus;SPECIES;;21/12/1992;CITES Notif. No. 707;;;Egypt;All exports. Trade ban applies to the subspecies <i>Canis aureus lupaster</i> only.;true
Animalia;Chordata;Mammalia;Carnivora;Canidae;Cerdocyon;thous;;Cerdocyon thous;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Canidae;Speothos;venaticus;;Speothos venaticus;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;vulpes;;Vulpes vulpes;SPECIES;;21/12/1992;CITES Notif. No. 707;;;Egypt;All exports.;true
Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;zerda;;Vulpes zerda;SPECIES;;21/12/1992;CITES Notif. No. 707;;;Egypt;All exports.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;colocolo;;Leopardus colocolo;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;geoffroyi;;Leopardus geoffroyi;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;guigna;;Leopardus guigna;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;jacobitus;;Leopardus jacobitus;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;pardalis;;Leopardus pardalis;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;;Leopardus tigrinus;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;wiedii;;Leopardus wiedii;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Panthera;leo;;Panthera leo;SPECIES;;19/03/2015;CITES Notif. No. 2015/015;;;Australia;Australia has introduced stricter domestic measures to treat African lions as though they are listed on Appendix I of CITES.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Panthera;onca;;Panthera onca;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;concolor;;Puma concolor;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives (except for trophies).;true
Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;yagouaroundi;;Puma yagouaroundi;SPECIES;;16/01/2006;CITES Notif. No. 2006/006;;;Argentina;The export of live specimens, as well as of parts and derivatives.;true
