idCITES,speciesLabel,nomScientific,IUCNtaxonID,IUCNconservationstatusLabel,taxonCommonName
24947,Mormodes ignea,,,,
24948,Sigmatostalix hirtzii,,,,
24949,Gongora sanderiana,,,,
24953,Papilionanthe sillemiana,,,,
24955,Calanthe millotae,,,,
24956,Dendrobium linguella,,,,
24957,Platystele pedicellaris,,,,
24958,Cyathea mastersiana,,,,
24960,Bulbophyllum calceolus,,,,
24962,Zygostates linearisepala,,,,
24964,Saccoglossum lanceolatum,,,,
24965,Bulbophyllum klossii,,,,
24966,Catasetum schmidtianum,,,,
24967,Bulbophyllum quadrichaete,,,,
24969,Bulbophyllum carnosilabium,,,,
24971,Masdevallia venezuelana,,,,
24974,Sacoila squamulosa,,,,
24976,Operculicarya hyphaenoides,,,,
24978,Euphorbia multiclava,,,,
24979,Dichaea tamboensis,,,,
24980,Tropidia polystachya,,,,
24981,Euphorbia analavelonensis,,,,
24982,Zamia cremnophila,Zamia cremnophila,42132,espèce en danger,Cycad
24986,Diplocaulobium ou-hinnae,,,,
24987,Oberonia thwaitesii,,,,
24989,Trichopilia concepcionis,,,,
24990,Eulophia odontoglossa,,,,
24991,Cyathea acutidens,,,,
24994,Bulbophyllum thwaitesii,,,,
24995,Cycnoches lusiae,,,,
24999,Flickingeria angustifoli,,,,
25000,Bulbophyllum florulentum,,,,
25001,Trachoma papuanum,,,,
25003,Eria lamonganensis,,,,
25007,Gongora hirtzii,,,,
25008,Encyclia trachycarpa,,,,
25010,Eria diluta,,,,
25011,Aloe gossweileri,,,,
25013,Encephalartos schaijesii,,,,
25015,Armatocereus rupicola,,,,
25016,Euphorbia torta,,,,
25020,Caladenia woolcockiorum,,,,
25021,Diospyros mapingo,,,,
25022,Bulbophyllum warmingianum,,,,
25023,Dendrobium flammula,,,,
25025,Bulbophyllum nummularia,,,,
25027,Bulbophyllum wightii,,,,
25028,Bulbophyllum melanoglossum,,,,
25029,Euphorbia ingenticapsa,,,,
25030,Tridactyle muriculata,,,,
25031,Bulbophyllum crepidiferum,,,,
25033,Dendrobium leucohybos,,,,
25034,Bulbophyllum minutulum,,,,
25035,Euphorbia darbandensis,,,,
25037,Lycaste lanipes,,,,
25038,Dendrobium geotropum,,,,
25041,Lepismium aculeatum,,,,
25042,Euphorbia mira,,,,
25044,Calanthe microglossa,,,,
25048,Pleurothallis simplex,,,,
25051,Catasetum carolinianum,,,,
25054,Opuntia spinosissima,,,,
25056,Eria unifolia,,,,
25057,Opuntia vitelliniflora,,,,
25062,Bulbophyllum microtes,,,,
25064,Bulbophyllum endotrachys,,,,
25066,Dendrobium stolleanum,,,,
25067,Dendrochilum kingii,,,,
25068,Dracula gorgonella,,,,
25069,Bulbophyllum invisum,,,,
25071,Arpophyllum jamaicense,,,,
25073,Myrmecophila wendlandii,,,,
25074,Masdevallia notosibirica,,,,
25075,Coelogyne stenochila,,,,
25081,Masdevallia manoloi,,,,
25084,Aerangis alcicornis,,,,
25085,Masdevallia uncifera,,,,
25086,Arachnis hookeriana,,,,
25088,Euphorbia congestiflora,,,,
25092,Triphora yucatanensis,,,,
25093,Epidendrum ramosum,Epidendrum ramosum,22486298,préoccupation mineure,mountain star orchid
25098,Aloe citrina,,,,
25099,Calochilus psednus,,,,
25100,Aloe rebmannii,,,,
25102,Oreorchis porphyranthes,,,,
25106,Dendrobium sulphureum,,,,
25107,Alsophila patellifera,,,,
25109,Paphiopedilum adductum,,,,
25110,Epidendrum dorsocarinatum,,,,
25115,Brassia cauliformis,,,,
25117,Bulbophyllum impar,,,,
25122,Zeuxine pulchra,,,,
25124,Diospyros mangorensis,,,,
25126,Pleurothallis guttata,,,,
25127,Dalbergia catipenonii,,,,
25128,Angraecum dollii,,,,
25130,Cycas candida,Cycas candida,178870,espèce en danger,White seed sago
25130,Cycas candida,Cycas candida,178870,espèce en danger,White Seed Sago
25131,Dalbergia erubescens,,,,
25133,Bulbophyllum gladiatum,,,,
25136,Zamia melanorrhachis,,,,
25140,Euphorbia orbiculifolia,,,,
25141,Kuhlhasseltia javanica,,,,
25143,Opuntia fosbergii,,,,
25145,Masdevallia solomonii,,,,
25146,Zootrophion gracilentum,,,,
25147,Angraecum moratii,,,,
25149,Liparis clavigera,,,,
25152,Bromheadia aporoides,,,,
25153,Bulbophyllum brevispicatum,,,,
25155,Aloe luntii,,,,
25159,Schizochilus flexuosus,,,,
25160,Rhipsalis olivifera,,,,
25162,Dendrobium friedericksianum,,,,
25163,Pelatantheria cristata,,,,
25165,Agrostophyllum megalurum,,,,
25166,Malaxis crispifolia,,,,
25170,Calanthe whiteana,,,,
25172,Achlydosa glandulosa,,,,
25174,Trichopilia rostrata,,,,
25175,Bulbophyllum mayrii,,,,
25179,Calanthe obreniformis,,,,
25181,Masdevallia pulcherrima,,,,
25183,Oeceoclades seychellarum,,,,
25184,Alsophila thomsonii,,,,
25185,Lepanthes pubes,,,,
25186,Alsophila roquettei,,,,
25190,Euphorbia maleolens,,,,
25192,Alsophila imbricata,,,,
25194,Bulbophyllum subapetalum,,,,
25195,Eria acuminata,,,,
25197,Bulbophyllum gomphreniflorum,,,,
25201,Orchis scopulorum,,,,
25203,Schiedeella durangensis,,,,
25204,Dichaea oerstedii,,,,
25205,Euphorbia baliola,,,,
25206,Masdevallia zumbae,,,,
25207,Oberonia equitans,,,,
25208,Euphorbia santapaui,,,,
25210,Cyathea pilosissima,,,,
25211,Dendrobium acuminatissimum,,,,
25216,Euphorbia stapelioides,,,,
25218,Stelis microchila,,,,
25219,Habenaria angustifolia,,,,
25221,Dendrobium nathanielis,,,,
25222,Prasophyllum buftonianum,,,,
25223,Dracula citrina,,,,
25225,Bulbophyllum cerebellum,,,,
25226,Haageocereus decumbens,,,,
25228,Aloe myriacantha,,,,
25229,Bulbophyllum ovalitepalum,,,,
25235,Epidendrum examinis,,,,
25240,Encyclia chapadensis,,,,
25242,Pleurothallis grandis,,,,
25245,Saccolabium rhopalorrhachis,,,,
25246,Elleanthus stolonifer,,,,
25248,Bulbophyllum melloi,,,,
25249,Bulbophyllum flavidiflorum,,,,
25250,Sigmatostalix brachycion,,,,
25254,Diaphananthe fragrantissima,,,,
25255,Chiloglottis trullata,,,,
25256,Arrojadoa bahiensis,,,,
25261,Bulbophyllum nubinatum,,,,
25263,Polystachya superposita,Polystachya superposita,39583,espèce en danger,Orchid
25265,Cycnoches farnsworthianum,,,,
25267,Masdevallia crassicaudis,,,,
25268,Anacampseros subnuda,,,,
25269,Bulbophyllum pan,,,,
25270,Skeptrostachys paraguayensis,,,,
25272,Drymoda digitata,,,,
25273,Coelogyne harana,,,,
25274,Opuntia nigrispina,,,,
25275,Pelexia stenantha,,,,
25276,Calanthe coreana,,,,
25282,Thrixspermum roseum,,,,
25283,Gonystylus eximius,,,,
25285,Masdevallia amaluzae,,,,
25290,Bulbophyllum leptostachyum,,,,
25291,Bulbophyllum gibbsiae,,,,
25293,Eria pseudocymbiformis,,,,
25294,Prescottia tubulosa,,,,
25298,Bulbophyllum manarae,,,,
25302,Rhipsalis puniceodiscus,,,,
25307,Cyathea laciniata,,,,
25308,Aloe gracilicaulis,,,,
25310,Zeuxine polygonoides,,,,
25312,Bulbophyllum cyclophyllum,,,,
25314,Masdevallia lappifera,,,,
25318,Bulbophyllum melleum,,,,
25319,Bulbophyllum quadricarinum,,,,
25320,Aloe omavandae,,,,
25324,Dracula xenos,,,,
25325,Triphora nitida,,,,
25326,Arundina chinensis,,,,
25327,Dendrobium alabense,,,,
25329,Disa karooica,,,,
25331,Masdevallia leathersii,,,,
25333,Masdevallia venus,,,,
25334,Ceratostylis lancifolia,,,,
25335,Adenoncos major,,,,
25337,Sigmatostalix mexicana,,,,
25338,Angraecum potamophilum,,,,
25343,Bulbophyllum philippinense,,,,
25344,Liparis laxa,,,,
25345,Gongora garayana,,,,
25346,Catasetum tricorne,,,,
25349,Aloe veseyi,,,,
25350,Polystachya thomensis,,,,
25351,Sclerocactus erectocentrus,,,,
25353,Gastrodia callosa,,,,
25355,Bulbophyllum poekilon,,,,
25356,Diospyros toxicaria,,,,
25358,Flickingeria integrilabia,,,,
25362,Schoenorchis latifolia,,,,
25363,Euphorbia louwii,,,,
25365,Dracula circe,,,,
25366,Kegeliella kupperi,,,,
25370,Angrec de Cilaos,,,,
25373,Masdevallia hystrix,,,,
25378,Hylocereus escuintlensis,,,,
25381,Masdevallia martineae,,,,
25382,Dendrobium aries,,,,
25384,Bulbophyllum weberbauerianum,,,,
25385,Ramin,,,,
25386,Eriosyce strausiana,,,,
25388,Dendrobium angustiflorum,,,,
25389,Bulbophyllum patens,,,,
25390,Pleurothallis acanthodes,,,,
25392,Gastrodia nipponica,,,,
25397,Bulbophyllum paranaense,,,,
25398,Aloe bernadettae,,,,
25401,Catasetum guianense,,,,
25403,Dendrobium wilsonii,,,,
25404,Goodyera maurevertii,,,,
25405,Dendrobium pseudorarum,,,,
25407,Aloe hoffmannii,,,,
25408,Dendrobium cymboglossum,,,,
25409,Jumellea nutans,,,,
25410,Cleisostoma halophilum,,,,
25411,Lepanthes microglottis,,,,
25412,Pleurothallis quadrifolia,,,,
25413,Bulbophyllum decarhopalon,,,,
25421,Thelasis pygmaea,,,,
25422,Bulbophyllum obyrnei,,,,
25424,Encyclia osmantha,,,,
25427,Bulbophyllum leptosepalum,,,,
25429,Elleanthus ventricosus,,,,
25431,Genyorchis platybulbon,,,,
25434,Bulbophyllum peninsulare,,,,
25436,Dendrobium suffusum,,,,
25445,Bulbophyllum gracilicaule,,,,
25446,Bulbophyllum limbatum,,,,
25449,Bulbophyllum alagense,,,,
25450,Dendrobium conanthum,,,,
25451,Bulbophyllum drepanosepalum,,,,
25453,Coelogyne plicatissima,,,,
25455,Bulbophyllum crassiusculifolium,,,,
25457,Euphorbia itremensis,,,,
25460,Oncidium tigrinum,,,,
25462,Diospyros sclerophylla,,,,
25464,Epidendrum eximium,,,,
25465,Alsophila batjanensis,,,,
25466,Alsophila borinquena,,,,
25467,Angraecum keniae,,,,
25468,Bulbophyllum reflexum,,,,
25470,Caladenia lavandulacea,,,,
25471,Angraecum penzigianum,,,,
25472,Dendrobium tricuspe,,,,
25475,Acineta antioquiae,,,,
25478,Dendrobium macrifolium,,,,
25479,Catasetum regnellii,,,,
25480,Dendrobium sambasanum,,,,
25484,Lyroglossa grisebachii,,,,
25485,Oberonia fornicata,,,,
25486,Euphorbia pteroclada,,,,
25488,Zygostates alleniana,,,,
25491,Restrepiopsis pandurata,,,,
25493,Alsophila guimaraensis,,,,
25497,Mormolyca gracilipes,,,,
25499,Gastrodia zeylanica,,,,
25504,Zygopetalum marginatum,,,,
25505,Epidendrum angustilobum,,,,
25506,Bulbophyllum ardjunense,,,,
25507,Euphorbia discrepans,,,,
25508,Gongora colombiana,,,,
25509,Aloe wollastonii,,,,
25512,Aloe khamiesensis,Aloe khamiesensis,31015,données insuffisantes,Namaqua Aloe
25514,Dendrobium otaguroanum,,,,
25515,Haageocereus acranthus,,,,
25516,Dendrobium excavatum,,,,
25517,Dendrobium taveuniense,,,,
25518,Echinopsis minuana,,,,
25519,Lepanthes inornata,,,,
25520,Maxillaria endresii,,,,
25522,Bulbophyllum foetidolens,,,,
25533,Eria atrovinosa,,,,
25537,Eriosyce marksiana,,,,
25538,Cleisostoma capricorne,,,,
25541,Pleurothallis casualis,,,,
25545,Cycas scratchleyana,,,,
25547,Lepanthes pentoxys,,,,
25552,Pedilochilus angustifolius,,,,
25555,Avonia ustulata,,,,
25559,Epidendrum goniorhachis,,,,
25560,Dendrobium setifolium,,,,
25563,Macrozamia crassifolia,Macrozamia crassifolia,41962,espèce vulnérable,Cycad
25564,Encheiridion macrorrhynchium,,,,
25565,Stelis tenuissima,,,,
25566,Microterangis boutonii,,,,
25568,Phragmipedium exstaminodium,Phragmipedium exstaminodium,43324365,espèce en danger de disparition,Without a Staminoda Phragmipedium
25569,Bulbophyllum auroreum,,,,
25570,Dendrobium usterioides,,,,
25572,Dendrobium xanthophlebium,,,,
25577,Oncidium exalatum,,,,
25578,Cleisostoma racemiferum,,,,
25579,Bulbophyllum incurvum,,,,
25581,Bulbophyllum reevei,,,,
25583,Sievekingia cristata,,,,
25584,Harrisia nashii,,,,
25585,Bulbophyllum arachnidium,,,,
25586,Habenaria cumminsiana,,,,
25588,Bulbophyllum chlorascens,,,,
25589,Espostoa hylaea,,,,
25590,Bulbophyllum lineolatum,,,,
25591,Bulbophyllum henanense,,,,
25592,Lepanthes mixe,,,,
25593,Masdevallia ariasii,,,,
25595,Opuntia nashii,,,,
25596,Euphorbia cereiformis,,,,
25597,Bulbophyllum erioides,,,,
25598,Gonystylus stenosepalus,,,,
25601,Dendrobium closterium,,,,
25602,Euphorbia sipolisii,,,,
25606,Maxillaria allenii,,,,
25611,Cyathea brachyphylla,,,,
25613,Dendrobium tridentatum,,,,
25614,Aloe glabrescens,,,,
25617,Habenaria jaliscana,,,,
25618,Platystele psix,,,,
25621,Masdevallia nitens,,,,
25623,Masdevallia catapheres,,,,
25625,Cyathea barringtonii,,,,
25627,Ophrys doerfleri,,,,
25628,Sobralia helleri,,,,
25629,Cranichis subumbellata,,,,
25630,Bulbophyllum ciliipetalum,,,,
25631,Euphorbia gatbergensis,,,,
25632,Lepanthes illex,,,,
25636,Laelia harpophylla,,,,
25638,Zygostates ovatipetala,,,,
25639,Bulbophyllum dubium,,,,
25640,Dendrobium juncoideum,,,,
25641,Cyathea estelae,,,,
25642,Lycaste rossyi,,,,
25643,Microsaccus ramosus,,,,
25644,Bulbophyllum teretibulbum,,,,
25646,Bulbophyllum linearifolium,,,,
25647,Sievekingia marsupialis,,,,
25649,Masdevallia empusa,,,,
25650,Oncidium luteum,,,,
25651,Bulbophyllum microthamnus,,,,
25652,Bulbophyllum mirificum,,,,
25654,Alsophila fragilis,,,,
25655,Alsophila woodwardioides,,,,
25656,Diaphananthe curvata,,,,
25662,Brachypeza zamboangensis,,,,
25664,Zamia soconuscensis,Zamia soconuscensis,42156,espèce vulnérable,Cycad
25665,Copiapoa tenuissima,,,,
25666,Parodia formosa,,,,
25667,Pleurothallis quinqueseta,,,,
25669,Triphora surinamensis,,,,
25671,Aloe boscawenii,,,,
25674,Masdevallia eucharis,,,,
25677,Holothrix culveri,,,,
25678,Cleisostoma equestre,,,,
25679,Euphorbia longispina,,,,
25682,Dichaea calyculata,,,,
25686,Micropera uncinata,,,,
25688,Masdevallia pelecaniceps,,,,
25689,Bulbophyllum boiteaui,,,,
25691,Bulbophyllum notabilipetalum,,,,
25693,Opuntia falcata,,,,
25694,Sphaeropteris sibuyanensis,,,,
25696,Calanthe tsoongiana,,,,
25700,Dendrobium lavarackianum,,,,
25703,Euphorbia undulatifolia,,,,
25705,Mammillaria berkiana,,,,
25707,Genoplesium turfosum,,,,
25708,Eulophia coddii,,,,
25709,Epidendrum morganii,,,,
25710,Dendrobium hymenocentrum,,,,
25711,Epidendrum bilobatum,,,,
25714,Dryadella werneri,,,,
25716,Schomburgkia splendida,,,,
25719,Aloe shadensis,,,,
25721,Opuntia colubrina,,,,
25722,Coelogyne eberhardtii,,,,
25725,Gymnocalycium stuckertii,,,,
25726,Masdevallia berthae,,,,
25727,Pachystoma holtzei,,,,
25728,Epidendrum mininocturnum,,,,
25729,Euphorbia monacantha,,,,
25731,Angraecum inapertum,,,,
25735,Angraecum chamaeanthus,,,,
25736,Zootrophion dayanum,,,,
25737,Alsophila erinacea,,,,
25738,Coelogyne imbricans,,,,
25739,Pteroceras pallidum,,,,
25740,Alsophila rubella,,,,
25741,Sarcochilus virescens,,,,
25743,Polystachya setifera,,,,
25745,Euphorbia perarmata,,,,
25747,Disa begleyi,,,,
25748,Bulbophyllum microcala,,,,
25749,Listera australis,,,,
25750,Macrozamia douglasii,,,,
25751,Sarracenia gilpinii,,,,
25752,Malleola sphingoides,,,,
25753,Bulbophyllum acutispicatum,,,,
25754,Catasetum tenuiglossum,,,,
25757,Bulbophyllum machupicchuense,,,,
25759,Masdevallia pandurilabia,,,,
25760,Trichopilia maculata,,,,
25761,Bulbophyllum similare,,,,
25763,Angraecum spicatum,,,,
25764,Bulbophyllum masoalanum,,,,
25765,Dendrobium indivisum,,,,
25767,Mobilabium hamatum,,,,
25768,Gastrodia boninensis,,,,
25769,Euphorbia fanshawei,,,,
25771,Masdevallia carnosa,,,,
25772,Bulbophyllum lancifolium,,,,
25774,Brassia boliviensis,,,,
25775,Dracula ophioceps,,,,
25776,Bulbophyllum microblepharon,,,,
25777,Cyathea assurgens,,,,
25779,Aloe subacutissima,,,,
25780,Aloe simii,,,,
25782,Flickingeria xantholeuca,,,,
25785,Lepanthes schizix,,,,
25788,Zamia hymenophyllidia,,,,
25790,Dendrobium xanthogenium,,,,
25791,Sphaeropteris moseleyi,,,,
25792,Dendrobium obrienianum,,,,
25793,Aloe ×imerinensis,,,,
25795,Bulbophyllum incumbens,,,,
25798,Dendrobium pleurodes,,,,
25799,Bulbophyllum furcatum,,,,
25801,Euphorbia dasyacantha,,,,
25804,Kreodanthus secundus,,,,
25806,Jumellea stenophylla,,,,
25807,Lockhartia tuberculata,,,,
25808,Cyathea ramispina,,,,
25809,Peniocereus rosei,Peniocereus rosei,152751,espèce vulnérable,Cactus
25810,Restrepia mohrii,,,,
25811,Gonystylus beccarianus,,,,
25813,Masdevallia wuelfinghoffiana,,,,
25814,Epidendrum juergensenii,,,,
25815,Angraecum moandense,,,,
25816,Gastrodia crispa,,,,
25819,Hoodia alstonii,,,,
25820,Trias disciflora,,,,
25822,Cymbidium gammieanum,,,,
25823,Pteroceras elobe,,,,
25824,Angraecum onivense,,,,
25828,Angraecum petterssonianum,,,,
25832,Gonystylus nervosus,,,,
25839,Bulbophyllum hexurum,,,,
25840,Bulbophyllum trigonobulbum,,,,
25845,Masdevallia patchicutzae,,,,
25846,Euphorbia brachiata,,,,
25850,Bulbophyllum micronesiacum,,,,
25851,Aloe vituensis,,,,
25852,Encyclia aenicta,,,,
25856,Cyathea pinnula,,,,
25861,Ischnogyne mandarinorum,,,,
25862,Dalbergia bracteolata,,,,
25867,Nervilia infundibulifolia,,,,
25869,Dactylorhiza nieschalkiorum,,,,
25870,Oberonia salakana,,,,
25871,Opuntia subsphaerocarpa,,,,
25872,Cyathea pectinata,,,,
25878,Cyathea arbuscula,,,,
25880,Euphorbia dichroa,,,,
25882,Encyclia cretacea,,,,
25883,Masdevallia mayaycu,,,,
25884,Opuntia lagunae,,,,
25885,Euphorbia analalavensis,,,,
25886,Bulbophyllum brachychilum,,,,
25887,Bulbophyllum cylindrocarpum,,,,
25888,Angraecum stella-africae,,,,
25890,Pholidota advena,,,,
25891,Masdevallia pantomima,,,,
25894,Zamia paucijuga,,,,
25896,Cyathea parianensis,,,,
25900,Dendrobium garrettii,,,,
25901,Bulbophyllum adiamantinum,,,,
25903,Stelis hirtzii,,,,
25911,Sphaeropteris albifrons,,,,
25914,Opuntia darwinii,,,,
25915,Bulbophyllum dischorense,,,,
25917,Zeuxine androcardium,,,,
25918,Bulbophyllum parabates,,,,
25919,Opuntia santamaria,,,,
25920,Lepanthes nivea,,,,
25921,Goodyera pusilla,,,,
25922,Maxillaria vaginalis,,,,
25924,Opuntia deamii,,,,
25925,Angraecum sambiranoense,,,,
25926,Phreatia tahitensis,,,,
25927,Phalaenopsis thalebanii,,,,
25929,Alsophila balanocarpa,,,,
25930,Cyathea dissoluta,,,,
25933,Mammillaria mainiae,Mammillaria mainiae,151769,préoccupation mineure,counterclockwise nipple cactus
25933,Mammillaria mainiae,Mammillaria mainiae,151769,préoccupation mineure,Counterclockwise Nipple Cactus
25933,Mammillaria mainiae,Mammillaria mainiae,151769,préoccupation mineure,Main's Nipple-cactus
25933,Mammillaria mainiae,Mammillaria mainiae,151769,préoccupation mineure,Maine Pincushion Cactus
25935,Prasophyllum goldsackii,,,,
25936,Parodia nothorauschii,,,,
25937,Catasetum tuberculatum,,,,
25939,Angraecum laggiarae,,,,
25940,Encyclia perplexa,,,,
25941,Schiedeella wercklei,,,,
25944,Chondrorhyncha picta,,,,
25945,Opuntia guilanchi,,,,
25950,Bulbophyllum parviflorum,,,,
25952,Habenaria unellezii,,,,
25953,Masdevallia vomeris,,,,
25955,Bulbophyllum cylindraceum,,,,
25956,Jumellea stipitata,,,,
25957,Masdevallia leucantha,,,,
25959,Bulbophyllum leptochlamys,,,,
25960,Pachycereus gaumeri,,,,
25961,Trichotosia dalatensis,,,,
25962,Coryphantha longicornis,,,,
25963,Lepanthes dalessandroi,,,,
25964,Mormolyca aurorae,,,,
25965,Bulbophyllum scitulum,,,,
25966,Calanthe henryi,,,,
25967,Catasetum multifidum,,,,
25970,Bulbophyllum bolivianum,,,,
25976,Octarrhena oberonioides,,,,
25977,Cymbidium roseum,,,,
25978,Masdevallia amoena,,,,
25982,Rhipsalis ormindoi,,,,
25983,Encyclia tripartita,,,,
25985,Bulbophyllum mediocre,,,,
25986,Bulbophyllum dasyphyllum,,,,
25987,Habenaria chapaensis,,,,
25989,Aerangis rostellaris,,,,
25990,Sievekingia trollii,,,,
25992,Cycnoches pachydactylon,,,,
25993,Bulbophyllum rauhii,,,,
25996,Sigmatostalix brevicornis,,,,
25999,Dendrobium ventricosum,,,,
26000,Alsophila miquelii,,,,
26001,Alsophila pruinosa,,,,
26005,Diplandrorchis sinica,,,,
26006,Corryocactus melaleucus,,,,
26007,Bulbophyllum ellipticum,,,,
26008,Zeuxine purpurascens,,,,
26010,Miltonia ×lamarckeana,,,,
26012,Euphorbia rectirama,,,,
26016,Euphorbia friedrichiae,,,,
26019,Macrozamia concinna,Macrozamia concinna,41998,préoccupation mineure,Nundle Cycad
26020,Opuntia fulvicoma,,,,
26021,Sphaeropteris moluccana,,,,
26023,Phreatia plexauroides,,,,
26025,Hemipilia amesiana,,,,
26026,Nephelaphyllum flabellatum,,,,
26027,Sphaeropteris senex,,,,
26029,Masdevallia limax,,,,
26032,Cycas elongata,,,,
26034,Epiphyllum trimetrale,,,,
26035,Epidendrum adnatum,,,,
26036,Rhynchostele candidula,,,,
26039,Aloe rivierei,,,,
26042,Masdevallia zygia,,,,
26043,Caladenia necrophylla,,,,
26044,Hederorkis seychellensis,,,,
26049,Bulbophyllum myon,,,,
26051,Dendrobium brassii,,,,
26054,Dracula decussata,,,,
26055,Pholidota longibulba,,,,
26058,Hetaeria pauciflora,,,,
26059,Dracula marsupialis,,,,
26060,Paphiopedilum mohrianum,,,,
26061,Coryphantha melleospina,,,,
26063,Alsophila loubetiana,,,,
26064,Dendrochilum odoratum,,,,
26069,Bulbophyllum hassallii,,,,
26071,Alsophila hooglandii,,,,
26072,Wullschlaegelia aphylla,,,,
26073,Bulbophyllum fasciculatum,,,,
26076,Calanthe chloroleuca,,,,
26077,Masdevallia microsiphon,,,,
26078,Flickingeria appendiculata,,,,
26079,Echinopsis cochabambensis,,,,
26081,Alsophila schlimii,,,,
26082,Masdevallia wubbenii,,,,
26083,Bulbophyllum cruttwellii,,,,
26084,Angraecum panicifolium,,,,
26086,Cypripedium bardolphianum,Cypripedium bardolphianum,43315499,espèce vulnérable,Bardolph's Cypripedium
26089,Laelia briegeri,,,,
26091,Schiedeella nagelii,,,,
26097,Spathoglottis confusa,,,,
26098,Epidendrum carmelense,,,,
26099,Dryadella butcheri,,,,
26102,Masdevallia medinae,,,,
26103,Dracula aphrodes,,,,
26105,Angraecum minus,,,,
26106,Dendrobium goldfinchii,,,,
26107,Disa nervosa,,,,
26108,Sigmatostalix trimorion,,,,
26110,Earina floripecten,,,,
26111,Epidendrum pallens,,,,
26112,Opuntia imbricata,,,,
26114,Bulbophyllum bliteum,,,,
26117,Bulbophyllum atrolabium,,,,
26119,Skeptrostachys balanophorostachya,,,,
26120,Nageliella gemma,,,,
26121,Pteroglossa hilariana,,,,
26122,Opuntia californica,,,,
26124,Lepanthes guanacastensis,,,,
26126,Pterostylis bicornis,,,,
26127,Mormodes oestlundiana,,,,
26130,Bulbophyllum ochrochlamys,,,,
26133,Epidendrum anoglossoides,,,,
26136,Oberonia acarus,,,,
26138,Bulbophyllum dryas,,,,
26141,Bulbophyllum kusaiense,,,,
26144,Bulbophyllum brevistylidium,,,,
26145,Aloe classenii,,,,
26146,Disperis kamerunensis,Disperis kamerunensis,39574,espèce en danger,Orchid
26147,Thelymitra mackibbinii,,,,
26148,Bulbophyllum birugatum,,,,
26149,Dendrobium fimbrilabium,,,,
26152,Bulbophyllum rutenbergianum,,,,
26153,Ceratostylis braccata,,,,
26155,Malaxis acuminata,,,,
26156,Rodriguezia ensiformis,,,,
26158,Euphorbia thouarsiana,,,,
26161,Trias nana,,,,
26162,Cyphostemma laza,,,,
26165,Mammillaria craigii,,,,
26166,Lepanthes ramonensis,,,,
26168,Bulbophyllum rubiferum,,,,
26170,Epidendrum albertii,,,,
26171,Herminium quinquelobum,,,,
26173,Dendrobium maierae,,,,
26174,Saccolabium odoratissimum,,,,
26176,Aloe leedalii,,,,
26177,Satyrium mirum,,,,
26178,Alsophila damazioi,,,,
26180,Bulbophyllum metonymon,,,,
26181,Aloe boylei,,,,
26182,Angraecum verecundum,,,,
26184,Dendrobium cochliodes,,,,
26188,Sophronitis cernua,,,,
26189,Alsophila confinis,,,,
26192,Vanda arbuthnotiana,,,,
26193,Avonia herreana,,,,
26194,Pristiglottis pubescens,,,,
26199,Liparis montana,,,,
26200,Dendrobium denneanum,,,,
26201,Scaphosepalum andreettae,,,,
26202,Gymnadenia bicornis,,,,
26203,Dendrobium podagraria,,,,
26204,Chamaeanthus brachystachys,,,,
26205,Euphorbia margaretae,,,,
26208,Alsophila apiculata,,,,
26211,Dendrobium roseatum,,,,
26212,Cyathea williamsii,,,,
26217,Bulbophyllum minutipetalum,,,,
26219,Dendrobium proteranthum,,,,
26220,Euphorbia williamsonii,,,,
26221,Coelogyne triplicatula,,,,
26222,Catasetum peruvianum,,,,
26225,Pteroceras zollingeri,,,,
26226,Bromheadia rupestris,,,,
26227,Diospyros coursiana,,,,
26230,Bulbophyllum mimiense,,,,
26231,Aerangis oligantha,,,,
26233,Trichoceros carinifer,,,,
26235,Sigmatostalix portillae,,,,
26236,Stelis allenii,,,,
26238,Gymnocalycium eytianum,,,,
26239,Cyathea microphylla,,,,
26240,Alsophila acuminata,,,,
26241,Cochleanthes candida,,,,
26242,Euphorbia sarcodes,,,,
26243,Euphorbia migiurtinorum,,,,
26244,Cranichis muscosa,,,,
26245,Dendrobium laurensii,,,,
26247,Aloe dabenorisana,,,,
26248,Bulbophyllum floribundum,,,,
26250,Opuntia lindsayi,,,,
26252,Bulbophyllum antennatum,,,,
26253,Biarum ditschianum,,,,
26257,Cyathea thysanolepis,,,,
26258,Dracula sibundoyensis,,,,
26259,Alsophila grevilleana,,,,
26263,Disocactus macdougallii,,,,
26265,Euphorbia giessii,,,,
26266,Cephalocleistocactus chrysocephalus,,,,
26267,Lepismium crenatum,,,,
26268,Bulbophyllum muscohaerens,,,,
26269,Schizodium longipetalum,,,,
26270,Cyathea costaricensis,,,,
26271,Taeniophyllum biloculare,,,,
26272,Encyclia polybulbon,,,,
26273,Pleurothallis tryssa,,,,
26274,Bulbophyllum uroglossum,,,,
26276,Mammillaria columbiana,,,,
26277,Aloe lavranosii,,,,
26278,Masdevallia dimorphotricha,,,,
26280,Polystachya parviflora,,,,
26282,Encyclia fehlingii,,,,
26283,Euphorbia scarlatina,,,,
26284,Sphaeropteris excelsa,,,,
26285,Aloe amicorum,,,,
26288,Eria appendiculata,,,,
26291,Bulbophyllum halconense,,,,
26292,Encyclia subulatifolia,,,,
26293,Opuntia sanguinea,Opuntia sanguinea,151787,données insuffisantes,blood-red pricklypear
26294,Alsophila perpunctulata,,,,
26295,Calanthe shelfordii,,,,
26297,Podochilus lucescens,,,,
