idCITES,speciesLabel,nomScientific,IUCNtaxonID,IUCNconservationstatusLabel,taxonCommonName
19502,Microstylis wallichii,,,,
19505,Kegeliella atropilosa,,,,
19506,Tropidia bambusifolia,,,,
19508,Bulbophyllum orsidice,,,,
19510,Taeniophyllum annuliferum,,,,
19512,Sigmatostalix picturatissima,,,,
19515,Bulbophyllum olivinum,,,,
19518,Sphaeropteris arthropoda,,,,
19520,Dracula orientalis,,,,
19521,Kingidium deliciosum,,,,
19525,Dendrobium bilobulatum,,,,
19526,Alsophila furcinervia,,,,
19527,Cleistocactus orthogonus,,,,
19529,Euphorbia angrae,,,,
19530,Dendrobium schulleri,,,,
19531,Dalbergia humbertii,,,,
19532,Coelogyne zhenkangensis,,,,
19533,Dendrobium pseudotenellum,,,,
19534,Bulbophyllum cercanthum,,,,
19536,Masdevallia pleurothalloides,,,,
19537,Sarcochilus weinthalii,,,,
19540,Bulbophyllum kenejianum,,,,
19541,Alsophila arbuscula,,,,
19544,Habenaria bantamensis,,,,
19545,Biermannia sigaldii,,,,
19547,Dracula alcithoe,,,,
19548,Dendrobium hughii,,,,
19550,Epiphyllum caudatum,,,,
19552,Lepanthes moorei,,,,
19554,Chelonistele ramentacea,,,,
19556,Cleisostoma crassifolium,,,,
19557,Bulbophyllum fusciflorum,,,,
19558,Bulbophyllum lemurense,,,,
19559,Alsophila hymenodes,,,,
19561,Echinopsis × cabrerae,,,,
19562,Brassia filomenoi,,,,
19564,Angraecum dasycarpum,,,,
19566,Pleurothallis oestlundiana,,,,
19567,Platanthera blumei,,,,
19569,Dendrobium paspalifolium,,,,
19570,Bulbophyllum ablepharon,,,,
19571,Aphyllorchis vaginata,,,,
19573,Catasetum ollare,,,,
19574,Diospyros parvifolia,,,,
19575,Bulbophyllum moroides,,,,
19576,Angraecum gabonense,,,,
19579,Alsophila edanoi,,,,
19580,Masdevallia ostaurina,,,,
19582,Neobolusia ciliata,,,,
19583,Zygostates aquinoi,,,,
19585,Echinopsis arboricola,,,,
19586,Oberonia nitidicauda,,,,
19587,Bulbophyllum subclavatum,,,,
19589,Calanthe dulongensis,,,,
19592,Browningia caineana,,,,
19594,Oncidium phymatochilum,,,,
19595,Bulbophyllum hans-meyeri,,,,
19597,Malaxis commelinifolia,,,,
19598,Kingidium decumbens,,,,
19599,Pleurothallis hintonii,,,,
19600,Disa zimbabweensis,,,,
19601,Aloe adigratana,,,,
19603,Gonystylus affinis,,,,
19604,Bulbophyllum ricaldonei,,,,
19605,Disa arida,,,,
19607,Disa sanguinea,,,,
19608,Alsophila rosenstockii,,,,
19609,Mammillaria thornberi,Mammillaria thornberi,152423,préoccupation mineure,Thornber's Fishhook Cactus
19609,Mammillaria thornberi,Mammillaria thornberi,152423,préoccupation mineure,Thornber's nipple cactus
19609,Mammillaria thornberi,Mammillaria thornberi,152423,préoccupation mineure,Thornber's Nipple Cactus
19609,Mammillaria thornberi,Mammillaria thornberi,152423,préoccupation mineure,Thornber's Pincushion Cactus
19610,Masdevallia deniseana,,,,
19611,Cheirostylis inabai,,,,
19614,Bulbophyllum erosipetalum,,,,
19615,Masdevallia dura,,,,
19617,Epidendrum insulanum,,,,
19619,Euphorbia inornata,,,,
19622,Eriodes barbata,,,,
19624,Calanthe caulescens,,,,
19625,Opuntia durangensis,,,,
19626,Dendrobium kestevenii,,,,
19627,Coelogyne prasina,,,,
19628,Dendrobium rosellum,,,,
19630,Catasetum longipes,,,,
19631,Pleione coronaria,,,,
19639,Bulbophyllum scabrum,,,,
19641,Acrorchis roseola,,,,
19642,Epidendrum parvilabre,,,,
19643,Alsophila orientalis,,,,
19644,Paphiopedilum grussianum,,,,
19646,Dracula dalstroemii,,,,
19648,Sunipia viridis,,,,
19649,Bulbophyllum berenicis,,,,
19652,Skeptrostachys arechavaletanii,,,,
19658,Lemurella culicifera,,,,
19660,Aloe rupicola,,,,
19662,Caladenia hastata,,,,
19666,Dendrobium whistleri,,,,
19667,Opuntia macracantha,,,,
19668,Maxillaria ramonensis,,,,
19669,Bulbophyllum hastiferum,,,,
19671,Disperis monophylla,,,,
19673,Beloglottis laxispica,,,,
19676,Dendrobium nebularum,,,,
19678,Alsophila inquinans,,,,
19680,Masdevallia audax,,,,
19681,Bulbophyllum inciferum,,,,
19683,Gonatostylis vieillardii,,,,
19684,Pleurothallis tricarinata,,,,
19686,Sphaeropteris teysmannii,,,,
19688,Bulbophyllum nummularioides,,,,
19692,Bulbophyllum bisetum,,,,
19693,Scaphyglottis sessilis,,,,
19695,Bulbophyllum woelfliae,,,,
19696,Aerangis pallida,,,,
19697,Thelymitra jacksonii,,,,
19698,Dendrobium montis-yulei,,,,
19699,Xylobium foveatum,,,,
19700,Dendrobium nothofagicola,,,,
19701,Brachycorythis conica,,,,
19702,Euphorbia tetracantha,,,,
19704,Bulbophyllum laetum,,,,
19705,Huntleya grandiflora,,,,
19708,Masdevallia nigricans,,,,
19709,Bulbophyllum trinervium,,,,
19711,Coelogyne endertii,,,,
19712,Tridactyle brevicalcarata,,,,
19714,Maxillaria molitor,,,,
19715,Masdevallia semiteres,,,,
19718,Masdevallia corderoana,,,,
19721,Disa maculomarronina,,,,
19722,Bulbophyllum versteegii,,,,
19726,Encyclia gravida,,,,
19729,Mammillaria oteroi,Mammillaria oteroi,151731,espèce vulnérable,Cactus
19730,Cadetia quadrangularis,,,,
19733,Cottonia peduncularis,,,,
19736,Restrepia echinata,,,,
19737,Bulbophyllum allenkerrii,,,,
19740,Diospyros baroniana,,,,
19741,Pleurothallis lichenophila,,,,
19743,Cycas xipholepis,,,,
19745,Cycas yorkiana,,,,
19751,Oberonia intermedia,,,,
19753,Pleurothallis sempergemmata,,,,
19756,Bulbophyllum whitfordii,,,,
19757,Aloe jawiyon,,,,
19758,Bulbophyllum pallens,,,,
19760,Othonna cacalioides,,,,
19765,Bulbophyllum simplex,,,,
19766,Turbinicarpus booleanus,,,,
19767,Dendrobium taurulinum,,,,
19769,Coelogyne longpasiaensis,,,,
19770,Echinopsis pseudomamillosa,,,,
19772,Corybas holttumii,,,,
19773,Lepanthes rotundata,,,,
19777,Dendrobium samoense,,,,
19778,Calanthe hololeuca,,,,
19779,Paraphalaenopsis ×thorntonii,,,,
19780,Bulbophyllum tumidum,,,,
19781,Gonystylus borneensis,,,,
19782,Disa lineata,,,,
19783,Masdevallia odontopetala,,,,
19787,Cyathea nothofagorum,,,,
19788,Malaxis major,,,,
19790,Bulbophyllum decurvulum,,,,
19791,Bulbophyllum mattesii,,,,
19794,Habenaria pubescens,,,,
19796,Masdevallia ensata,,,,
19798,Bulbophyllum approximatum,,,,
19799,Alsophila geluensis,,,,
19800,Bulbophyllum kupense,,,,
19804,Polystachya kupensis,,,,
19807,Pterostylis aphylla,,,,
19809,Corryocactus solitarius,,,,
19811,Coelogyne caloglossa,,,,
19812,Diaphananthe divitiflora,,,,
19813,Genoplesium calopterum,,,,
19815,Maxillaria chacoensis,,,,
19816,Dendrobium lichenastrum,,,,
19817,Ticoglossum krameri,,,,
19818,Trichoglottis scaphigera,,,,
19821,Opuntia boliviana,,,,
19822,Alsophila alata,,,,
19823,Zootrophion hypodiscus,,,,
19824,Armatocereus oligogonus,,,,
19825,Eria irukandjiana,,,,
19827,Bulbophyllum praetervisum,,,,
19828,Disa versicolor,,,,
19830,Gongora charontis,,,,
19836,Euphorbia tetracanthoides,,,,
19838,Acineta dalessandroi,,,,
19841,Caladenia interjacens,,,,
19842,Chamaeanthus laciniatus,,,,
19843,Chamaeangis odoratissima,,,,
19844,Sigmatostalix picta,,,,
19846,Catasetum ornithoides,,,,
19847,Euphorbia albertensis,,,,
19852,Schiedeella rubrocallosa,,,,
19853,Bulbophyllum dhaninivatii,,,,
19854,Cycas brunnea,,,,
19855,Aloe micracantha,,,,
19856,Dendrophylax gracilis,,,,
19857,Alsophila hoehneana,,,,
19858,Bulbophyllum novaciae,,,,
19859,Cyathea goudeyi,,,,
19861,Skeptrostachys berroana,,,,
19864,Pleurothallis rubroviridis,,,,
19867,Aquilaria yunnanensis,,,,
19869,Schiedeella violacea,,,,
19871,Masdevallia calosiphon,,,,
19873,Bulbophyllum superfluum,,,,
19878,Cycas fairylakea,,,,
19879,Leptocereus santamarinae,,,,
19881,Bulbophyllum caecilii,,,,
19884,Solenangis aphylla,,,,
19888,Euphorbia navae,,,,
19891,Catasetum merchae,,,,
19892,Lepanthes pleurorachis,,,,
19893,Bulbophyllum subaequale,,,,
19894,Dendrobium hendersonii,,,,
19897,Aloe mahraensis,,,,
19898,Dendrobium crabro,,,,
19899,Hylocereus lemairei,,,,
19901,Lepanthes confusa,,,,
19902,Masdevallia mentosa,,,,
19905,Aloe prinslooi,,,,
19908,Trichopilia oicophylax,,,,
19911,Restrepia limbata,,,,
19913,Bulbophyllum tarantula,,,,
19914,Zygostates kuhlmannii,,,,
19915,Aloe tweediae,,,,
19917,Oberonia scyllae,,,,
19923,Gongora gibba,,,,
19926,Teuscheria wageneri,,,,
19927,Bulbophyllum aspersum,,,,
19928,Bulbophyllum bigibbosum,,,,
19931,Aloe kefaensis,,,,
19932,Sarcochilus dilatatus,,,,
19933,Dendrochilum edentulum,,,,
19934,Zamia acuminata,,,,
19935,Cyathea roroka,,,,
19937,Gymnocalycium borthii,,,,
19938,Eria sinica,,,,
19939,Rhipsalis cuneata,,,,
19940,Lepanthes droseroides,,,,
19941,Epidendrum carpophorum,,,,
19947,Masdevallia karineae,,,,
19952,Holothrix majubensis,,,,
19953,Bulbophyllum nasseri,,,,
19954,Bulbophyllum atrosanguineum,,,,
19957,Pedilochilus clemensiae,,,,
19958,Masdevallia eurynogaster,,,,
19959,Cymbidium qiubeiense,,,,
19960,Euphorbia susan-holmesiae,,,,
19961,Cereus saddianus,,,,
19967,Pholidota pallida,,,,
19972,Miltoniopsis bismarckii,,,,
19974,Cycas lane-poolei,,,,
19977,Malaxis adolphii,,,,
19978,Brassavola filifolia,,,,
19980,Bulbophyllum illecebrum,,,,
19981,Bulbophyllum variabile,,,,
19982,Vanda bidupensis,,,,
19983,Alsophila cunninghamii,,,,
19984,Pseuderia micronesiaca,,,,
19986,Trias picta,,,,
19987,Thrixspermum anceps,,,,
19989,Sunipia pallida,,,,
19990,Pleurothallis archicolonae,,,,
19991,Bulbophyllum inunctum,,,,
19992,Vanda lilacina,,,,
19994,Lepanthes lophius,,,,
19995,Cyathea akawaiorum,,,,
19996,Dichaea oxyglossa,,,,
19999,Leptocereus maxonii,,,,
20000,Euphorbia qarad,,,,
20002,Gymnocalycium obductum,,,,
20004,Masdevallia tubata,,,,
20007,Anoectochilus elwesii,,,,
20009,Bulbophyllum laoticum,,,,
20010,Masdevallia martiniana,,,,
20011,Cyathea dudleyi,,,,
20012,Dendrobium greenianum,,,,
20013,Encyclia spiritusanctensis,,,,
20014,Lepanthes oreocharis,,,,
20015,Alsophila approximata,,,,
20016,Euphorbia adjurana,,,,
20021,Vanda liouvillei,,,,
20023,Goodyera grandis,,,,
20024,Pteroceras compressum,,,,
20027,Bulbophyllum fordii,,,,
20028,Bulbophyllum calyptropus,,,,
20029,Dendrobium longipes,,,,
20031,Disa eminii,,,,
20033,Haageocereus icosagonoides,,,,
20035,Dendrobium exilicaule,,,,
20037,Pholidota nervosa,,,,
20038,Bulbophyllum folliculiferum,,,,
20040,Alsophila subtripinnata,,,,
20041,Epipogium tuberosum,,,,
20042,Eriosyce rodentiophila,Eriosyce rodentiophila,151971,espèce vulnérable,Cactus
20044,Alsophila gleichenioides,,,,
20050,Dendrobium virotii,,,,
20051,Euphorbia biaculeata,,,,
20054,Eria pannea,,,,
20055,Encyclia sima,,,,
20056,Bulbophyllum baronii,,,,
20057,Trichosalpinx nageliana,,,,
20059,Trichoceros onaensis,,,,
20060,Masdevallia serendipita,,,,
20062,Cyathea wendlandii,,,,
20063,Appendicula tenuifolia,,,,
20065,Aloe lepida,,,,
20068,Drakaea confluens,,,,
20071,Stenocereus fricii,,,,
20075,Saccolabiopsis pusilla,,,,
20076,Opuntia cochabambensis,,,,
20079,Nothostele acianthiformis,,,,
20082,Odontorrhynchus castillonii,,,,
20086,Bulbophyllum sarcophyllum,,,,
20087,Echinopsis coronata,,,,
20088,Alsophila esmeraldensis,,,,
20089,Telipogon pfavii,,,,
20090,Coelogyne tumida,,,,
20091,Thelasis micrantha,,,,
20092,Bulbophyllum auriculatum,,,,
20093,Pholidota pectinata,,,,
20094,Bulbophyllum bariense,,,,
20095,Bulbophyllum bulhartii,,,,
20096,Pleurothallis volcanica,,,,
20101,Dendrobium acutisepalum,,,,
20102,Bulbophyllum leptobulbon,,,,
20104,Mammillaria johnstonii,,,,
20106,Bulbophyllum bolsteri,,,,
20108,Bulbophyllum adangense,,,,
20110,Dendrobium stuposum,,,,
20111,Masdevallia paquishae,,,,
20113,Bulbophyllum nemorale,,,,
20114,Sobralia chatoensis,,,,
20116,Cyathea tinganensis,,,,
20117,Cyathea ameristoneura,,,,
20119,Catasetum incurvum,,,,
20120,Echinopsis vatteri,,,,
20122,Bulbophyllum subuliferum,,,,
20124,Lepanthes divaricata,,,,
20128,Bulbophyllum phaeoneuron,,,,
20132,Maxillaria repens,,,,
20133,Encyclia euosma,,,,
20136,Encephalartos relictus,,,,
20141,Bulbophyllum marudiense,,,,
20143,Vanda chlorosantha,,,,
20145,Mormodes tuxtlensis,,,,
20146,Bulbophyllum bisepalum,,,,
20147,Bulbophyllum monstrabile,,,,
20149,Pteroceras tanyphyllum,,,,
20150,Brachystele tenuisissima,,,,
20153,Echinopsis chrysochete,,,,
20155,Aloe socialis,,,,
20156,Epidendrum dentilobum,,,,
20158,Trichocentrum pfavii,,,,
20160,Epidendrum mutelianum,,,,
20161,Glomera carolinensis,,,,
20163,Thrixspermum montanum,,,,
20164,Masdevallia hoeijeri,,,,
20165,Encyclia faresiana,,,,
20167,Bulbophyllum xenosum,,,,
20168,Holothrix pilosa,,,,
20169,Alsophila macgregorii,,,,
20170,Epidendrum cordiforme,,,,
20172,Peristylus holochila,,,,
20173,Macrozamia elegans,Macrozamia elegans,41954,espèce en danger,Cycad
20174,Oberonia flabellifera,,,,
20177,Calanthe micrantha,,,,
20179,Echinopsis escayachensis,,,,
20180,Masdevallia jarae,,,,
20181,Dendrobium pachythrix,,,,
20182,Aloe pseudoparvula,,,,
20186,Centrostigma clavatum,,,,
20188,Aerangis spiculata,,,,
20189,Bulbophyllum xanthum,,,,
20190,Ponthieva parvula,,,,
20192,Dendrobium wisselense,,,,
20193,Disa aristata,,,,
20195,Habenaria williamsonii,,,,
20196,Sphaeropteris discophora,,,,
20198,Cycnoches quatuorcristis,,,,
20204,Coelogyne bicamerata,,,,
20205,Bulbophyllum cavibulbum,,,,
20206,Disa hircicornis,,,,
20207,Bulbophyllum nigripetalum,,,,
20208,Aloe modesta,,,,
20209,Bulbophyllum ngoyense,,,,
20212,Gyrinops versteegii,,,,
20214,Bulbophyllum citrellum,,,,
20215,Cyathea epaleata,,,,
20216,Prasophyllum incompositum,,,,
20218,Euphorbia suzannae-marnierae,,,,
20220,Nephrangis filiformis,,,,
20222,Opuntia megarhiza,,,,
20223,Mormodes oceloteoides,,,,
20225,Encyclia guianensis,,,,
20226,Dendrobium macropus,,,,
20228,Caladenia corynephora,,,,
20229,Bulbophyllum caecum,,,,
20230,Epidendrum pansamalae,,,,
20231,Catasetum reichenbachianum,,,,
20232,Dendrobium igneoniveum,,,,
20233,Calanthe leucosceptrum,,,,
20234,Bulbophyllum vutimenaense,,,,
20235,Caladenia behrii,,,,
20236,Dalbergia manongarivensis,,,,
20237,Huntleya wallisii,,,,
20238,Dryadella meiracyllium,,,,
20239,Calanthe dipteryx,,,,
20243,Orchis longicornu,,,,
20247,Bulbophyllum divaricatum,,,,
20249,Catasetum maroaense,,,,
20250,Platanthera zothecina,Platanthera zothecina,64176810,données insuffisantes,alcove bog orchid
20250,Platanthera zothecina,Platanthera zothecina,64176810,données insuffisantes,Alcove Bog Orchid
20252,Bulbophyllum lissoglossum,,,,
20253,Alsophila costalisora,,,,
20255,Angraecum bracteosum,,,,
20256,×Haagespostoa climaxantha,,,,
20258,Habenaria ixtlanensis,,,,
20259,Trisetella gemmata,,,,
20260,Chamaeangis thomensis,,,,
20263,Bulbophyllum maculatum,,,,
20264,Dryadella kautskyi,,,,
20266,Bulbophyllum perrieri,,,,
20268,Pterygodium pentherianum,,,,
20269,Sigmatostalix caquetana,,,,
20270,Cleistocactus grossei,,,,
20272,Cyathea anacampta,,,,
20273,Leptocereus leonii,,,,
20276,Masdevallia carpishica,,,,
20279,Dendrobium modestissimum,,,,
20281,Nepenthes lavicola,Nepenthes lavicola,40113,espèce en danger de disparition,Pitcher plant
20282,Opuntia wetmorei,,,,
20283,Cyathea nesiotica,,,,
20285,Brachionidium operosum,,,,
20286,Opuntia ramosissima,,,,
20287,Bulbophyllum rhizomatosum,,,,
20291,Bulbophyllum kontumense,,,,
20292,Masdevallia niesseniae,,,,
20293,Lepanthes sannio,,,,
20295,Lepanthes pachyglossa,,,,
20296,Bulbophyllum aemulum,,,,
20297,Zamia amazonum,,,,
20298,Angraecum rutenbergianum,,,,
20301,Opuntia treleasei,,,,
20302,Eria cristata,,,,
20303,Sphaeropteris verrucosa,,,,
20305,Genoplesium superbum,,,,
20307,Angraecum elliotii,,,,
20309,Disa zuluensis,,,,
20311,Bulbophyllum kelelense,,,,
20312,Dendrochilum brachyotum,,,,
20314,Caladenia brumalis,,,,
20315,Laelia angereri,,,,
20318,Euphorbia mwinilungensis,,,,
20320,Phaius villosus,,,,
20321,Dendrobium womersleyi,,,,
20323,Cyathea leprieurii,,,,
20324,Genyorchis micropetala,,,,
20326,Lepanthes fusiformis,,,,
20328,Aloe ballyi,Aloe ballyi,30901,espèce en danger,Rat aloe
20328,Aloe ballyi,Aloe ballyi,30901,espèce en danger,Rat Aloe
20329,Bulbophyllum reflexiflorum,,,,
20331,Diospyros velutipes,,,,
20333,Cryptopus elatus,,,,
20336,Sphaeropteris elliptica,,,,
20337,Appendicula pauciflora,,,,
20338,Lepanthes eciliata,,,,
20339,Euphorbia lavrani,,,,
20342,Elleanthus conifer,,,,
20344,Bulbophyllum levyae,,,,
20345,Habenaria prionocraspedon,,,,
20346,Dendrobium keytsianum,,,,
20347,Bulbophyllum lemniscatoides,,,,
20349,Aloe chlorantha,,,,
20350,Coelogyne incrassata,,,,
20355,Bulbophyllum quadrisetum,,,,
20357,Trichocentrum ostenianum,,,,
20358,Euphorbia uzmuk,,,,
20360,Bulbophyllum mucronifolium,,,,
20363,Cyathea platylepis,,,,
20366,Masdevallia naranjapatae,,,,
20367,Aa nervosa,,,,
20368,Pedilochilus longipes,,,,
20370,Masdevallia rafaeliana,,,,
20372,Bulbophyllum dianthum,,,,
20373,Rodriguezia leucantha,,,,
20377,Encyclia angustiloba,,,,
20380,Masdevallia ephelota,,,,
20382,Bulbophyllum lyperostachyum,,,,
20383,Elleanthus flavescens,,,,
20385,Aloe francombei,,,,
20386,Euphorbia ankazobensis,,,,
20387,Habenaria thomana,,,,
20388,Platanthera sinica,,,,
20392,Trichopilia gracilis,,,,
20393,Cyathea barotu,,,,
20394,Eulophia meleagris,,,,
20396,Calanthe polyantha,,,,
20397,Bulbophyllum subsessile,,,,
20398,Bulbophyllum korimense,,,,
20399,Calanthe transiens,,,,
20400,Bulbophyllum procerum,,,,
20401,Dignathe pygmaea,,,,
20402,Euphorbia speciosa,,,,
20403,Angraecum danguyanum,,,,
20404,Gonystylus brunnescens,,,,
20406,Dendrophylax constanzensis,,,,
20408,Corryocactus acervatus,,,,
20410,Calanthe undulata,,,,
20411,Bulbophyllum lambii,,,,
20418,Bulbophyllum secundum,,,,
20419,Aloe procera,,,,
20421,Cyathea hombersleyii,,,,
20423,Isochilus pitalensis,,,,
20424,Neuwiedia balansae,,,,
20427,Bulbophyllum palilabre,,,,
20430,Stelis effusa,,,,
20432,Bulbophyllum henrici,,,,
20433,Euphorbia strangulata,,,,
20435,Oerstedella macdougallii,,,,
20436,Masdevallia mendozae,,,,
20441,Pleurothallis isthmica,,,,
20444,Cyathea divergens,,,,
20445,Angraecum longicaule,,,,
20446,Bulbophyllum sanderianum,,,,
20447,Angraecum madagascariense,,,,
20448,Bulbophyllum thersites,,,,
20449,Dalbergia neoperrieri,,,,
20450,Coccineorchis navarrensis,,,,
20452,Masdevallia brachyantha,,,,
20454,Restrepia cymbula,,,,
20456,Dalbergia andapensis,,,,
20457,Schlimmia garayana,,,,
20462,Masdevallia zapatae,,,,
20464,Avonia quinaria,,,,
20465,Leptocereus prostratus,,,,
20469,Euphorbia leistneri,,,,
20470,Masdevallia sceptrum,,,,
20471,Dendrobium chrysocrepis,,,,
20474,Masdevallia kuhniorum,,,,
20475,Bulbophyllum flavum,,,,
20476,Dalbergia viguieri,,,,
20477,Maxillaria schistostele,,,,
20478,Diospyros cinnamomoides,,,,
20481,Arachnis calcarata,,,,
20483,Alsophila minor,,,,
20484,Bulbophyllum mamberamense,,,,
20485,Bulbophyllum solteroi,,,,
20486,Gongora minax,,,,
20490,Microtatorchis javanica,,,,
20491,Alsophila humbertiana,,,,
20493,Dichaea rubroviolacea,,,,
20494,Anacampseros retusa,,,,
20496,Quisqueya karstii,,,,
20498,Lepanthes woodiana,,,,
20499,Bulbophyllum sanguineopunctatum,,,,
20500,Brassia aurorae,,,,
20501,Laelia hispidula,,,,
20503,Lycomormium ecuadorense,,,,
20504,Macodes argyroneura,,,,
20505,Dendrobium macranthum,,,,
20508,Aloe propagulifera,,,,
20509,Bulbophyllum thaiorum,,,,
20510,Dendrobium macrogenion,,,,
20513,Bulbophyllum anguliferum,,,,
20516,Dendrobium sagittatum,,,,
20517,Hederorkis scandens,,,,
20518,Dendrobium hymenopterum,,,,
20520,Pachypodium ×rauhii,,,,
20523,Encyclia abbreviata,,,,
20524,Stelis loculifera,,,,
20527,Liparis gibbosa,,,,
20530,Bulbophyllum vaccinioides,,,,
20531,Echinopsis baldiana,,,,
20533,Bulbophyllum micropetaliforme,,,,
20535,Epidendrum longipetalum,,,,
20537,Cycas pruinosa,,,,
20539,Opuntia pachypus,,,,
20540,Alsophila tanzaniana,,,,
20541,Phreatia laxiflora,,,,
20543,Sievekingia filifera,,,,
20545,Sphaeropteris vittata,,,,
20546,Stelis nubis,,,,
20549,Sphaeropteris hainanensis,,,,
20550,Masdevallia robusta,,,,
20551,Peniocereus castellae,Peniocereus castellae,152122,espèce vulnérable,Cactus
20553,Bulbophyllum finisterrae,,,,
20554,Cleistocactus neoroezlii,,,,
20555,Bulbophyllum cariniflorum,,,,
20556,Dendrobium intricatum,,,,
20557,Skeptrostachys montevidensis,,,,
20559,Lepidogyne longifolia,,,,
20560,Brachystele polyantha,,,,
20561,Mammillaria nana,,,,
20562,Alsophila speciosa,,,,
20565,Euphorbia planiceps,,,,
20568,Dalbergia suaresensis,,,,
20570,Diospyros montigena,,,,
20572,Alsophila eriophora,,,,
20573,Angrec d'Hermann,,,,
20574,Dendrobium quadrilobatum,,,,
20575,Cypripedium wumengense,,,,
20577,Bulbophyllum crassipetalum,,,,
20579,Cryptocentrum gracilipes,,,,
20580,Cyathea schlechteri,,,,
20581,Euphorbia semperflorens,,,,
20582,Bulbophyllum lokonense,,,,
20583,Euphorbia carunculifera,,,,
20585,Epidendrum guanacastense,,,,
20587,Leochilus hagsateri,,,,
20590,Alsophila microchlamys,,,,
20593,Euphorbia invaginata,,,,
20595,Aloe cheranganiensis,,,,
20597,Disocactus quezaltecus,,,,
20600,Laelia duveenii,,,,
20602,Masdevallia nicaraguae,,,,
20603,Bulbophyllum sauguetiense,,,,
20604,Elleanthus tovarensis,,,,
20605,Alsophila aneitensis,,,,
20606,Liparis chalandei,,,,
20607,Epidendrum discoidale,,,,
20608,Trichopilia ×ramonensis,,,,
20609,Cleistocactus roezlii,,,,
20610,Masdevallia hylodes,,,,
20614,Alsophila pabstii,,,,
20617,Fernandezia maculata,,,,
20619,Bulbophyllum capillipes,,,,
20620,Cyathea conquisita,,,,
20621,Cymbidium wenshanense,,,,
20625,Euphorbia reptans,,,,
20626,Bulbophyllum ciluliae,,,,
20628,Disa neglecta,,,,
20630,Tainia elongata,,,,
20633,Pterostylis ceriflora,,,,
20635,Cyathea latevagans,,,,
20638,Euphorbia norfolkiana,,,,
20639,Eulophia taiwanensis,,,,
20640,Microtatorchis papillosa,,,,
20642,Bulbophyllum poilanei,,,,
20646,Epidendrum polychlamys,,,,
20647,Epiblema grandiflorum,,,,
20648,Roezliella wallisii,,,,
20649,Bulbophyllum wilkianum,,,,
20650,Dalbergia mollis,Dalbergia mollis,38256,espèce quasi menacée,Rosewood
20652,Mammillaria blossfeldiana,,,,
20653,Bulbophyllum commissibulbum,,,,
20654,Sigmatostalix pichinchensis,,,,
20656,Bulbophyllum sarcodanthum,,,,
20658,Masdevallia cyclotega,,,,
20659,Peristylus brevilobus,,,,
20660,Euphorbia cameronii,,,,
20661,Sarracenia ×courtii,,,,
20662,Bulbophyllum exasperatum,,,,
20665,Bulbophyllum astelidum,,,,
20669,Gongora flaveola,,,,
20671,Alsophila callosa,,,,
20673,Liparis greenwoodiana,,,,
20674,Diodonopsis hoeijeri,,,,
20678,Sarracenia popei,,,,
20680,Bulbophyllum campos-portoi,,,,
20681,Zygostates obliqua,,,,
20684,Masdevallia tricycla,,,,
20685,Bulbophyllum dunstervillei,,,,
20687,Lycaste bradeorum,,,,
20688,Aloe ericetorum,,,,
20690,Cleisostoma comberi,,,,
20691,Thrixspermum scopa,,,,
20694,Genoplesium brachystachyum,,,,
20698,Phalaenopsis mysorensis,,,,
20702,Lepanthes grypha,,,,
20703,Bulbophyllum insulsum,,,,
20705,Gymnadenia crassinervis,,,,
20710,Dendrobium camaridiorum,,,,
20711,Hexadesmia tenella,,,,
20712,Oncidium lindenii,,,,
20713,Govenia praecox,,,,
20715,Macroclinium dalstroemii,,,,
20719,Mammillaria insularis,,,,
20720,Stelis perpusilliflora,,,,
20721,Cyathea cyclodium,,,,
20722,Goodyera dolabripetala,,,,
20724,Parodia nigrispina,,,,
20726,Bulbophyllum sawiense,,,,
20727,Lewisia serrata,,,,
20731,Barlia metlesicsiana,,,,
20732,Caladenia cristata,,,,
20733,Macrozamia reducta,,,,
20734,Pholidota camelostalix,,,,
20737,Galeottiella sarcoglossa,,,,
20739,Aloe pruinosa,,,,
20742,Masdevallia polychroma,,,,
20745,Euphorbia baga,,,,
20746,Cyathea suprastrigosa,,,,
20747,Opuntia ×tetracantha,,,,
20750,Disa nivea,,,,
20751,Euphorbia mahafalensis,,,,
20753,Bulbophyllum colliferum,,,,
20754,Cycas semota,,,,
20756,Sphaeropteris papuana,,,,
20759,Dendrobium acinaciforme,,,,
20763,Dendrobium monticola,,,,
20769,Bulbophyllum navicula,,,,
20772,Clowesia dodsoniana,,,,
20775,Alsophila glaucifolia,,,,
20776,Nervilia scottii,,,,
20777,Cyrtorchis glaucifolia,,,,
20779,Aloe rubriflora,,,,
20780,Bulbophyllum stictanthum,,,,
20783,Bulbophyllum warianum,,,,
20784,Sigmatostalix papilio,,,,
20787,Macrozamia diplomera,,,,
20790,Aloe ankoberensis,,,,
20791,Dendrobium polycladium,,,,
20795,Oberonia claviloba,,,,
20797,Lycaste suaveolens,,,,
20800,Renanthera moluccana,,,,
20802,Cyathea samoensis,,,,
20805,Disa celata,,,,
20807,Bulbophyllum crocodilus,,,,
20808,Alsophila mossambicensis,,,,
20809,Oncidium panduriforme,,,,
20813,Anoectochilus zhejiangensis,,,,
20815,Euphorbia reclinata,,,,
20820,Calanthe conspicua,,,,
20821,Opuntia edwardsii,,,,
20822,Calanthe labrosa,,,,
20823,Rodriguezia chimorensis,,,,
20824,Disa intermedia,,,,
