idCITES,wdItem,scientificName,IUCNtaxonID,IUCNconservationstatusLabel_en,taxonCommonNames
14965,http://www.wikidata.org/entity/Q15041240,Opuntia aoracantha,,,
14966,http://www.wikidata.org/entity/Q15466886,Encyclia lorata,,,
14968,http://www.wikidata.org/entity/Q19848464,Epidendrum acunae,,,Acuna's star orchid
14969,http://www.wikidata.org/entity/Q15495382,Rodriguezia satipoana,,,
14970,http://www.wikidata.org/entity/Q15467241,Teagueia teaguei,,,
14973,http://www.wikidata.org/entity/Q1571131,Mammillaria heidiae,,,
14974,http://www.wikidata.org/entity/Q15441694,Calanthe torricellensis,,,
14977,http://www.wikidata.org/entity/Q17184933,Alsophila catillifera,,,
14979,http://www.wikidata.org/entity/Q6653200,Coelogyne malipoensis,,,
14980,http://www.wikidata.org/entity/Q15343553,Opuntia crassicylindrica,,,
14981,http://www.wikidata.org/entity/Q1508705,Leptocereus paniculatus,152536,vulnerable,
14982,http://www.wikidata.org/entity/Q15495563,Masdevallia hians,,,
14983,http://www.wikidata.org/entity/Q24853025,Tangtsinia nanchuanica,,,
14986,http://www.wikidata.org/entity/Q15496553,Chroniochilus virescens,,,
14991,http://www.wikidata.org/entity/Q4995762,Bulbophyllum singaporeanum,,,
14992,http://www.wikidata.org/entity/Q15480950,Habenaria malleifera,,,
14994,http://www.wikidata.org/entity/Q15499872,Masdevallia titan,,,
14995,http://www.wikidata.org/entity/Q5851348,Euphorbia adenochila,,,
14996,http://www.wikidata.org/entity/Q15441569,Calanthe taenioides,,,
14998,http://www.wikidata.org/entity/Q15470520,Trichoglottis cirrhifera,,,
14999,http://www.wikidata.org/entity/Q15464871,Goodyera ovatilabia,,,
15002,http://www.wikidata.org/entity/Q15464199,Gonatostylis bougainvillei,,,
15003,http://www.wikidata.org/entity/Q15483677,Peristylus carolinensis,,,
15005,http://www.wikidata.org/entity/Q15492362,Rangaeris rhipsalisocia,,,
15006,http://www.wikidata.org/entity/Q39348636,Epidendrum scriptum,,,
15008,http://www.wikidata.org/entity/Q4994967,Bulbophyllum lewisense,,,
15009,http://www.wikidata.org/entity/Q15452686,Dendrobium chlorostylum,,,
15010,http://www.wikidata.org/entity/Q15467987,Hylophila lanceolata,,,
15011,http://www.wikidata.org/entity/Q5455085,Gonystylus calophylloides,31967,vulnerable,
15013,http://www.wikidata.org/entity/Q15463211,Dendrobium umbonatum,,,
15014,http://www.wikidata.org/entity/Q15497800,Masdevallia phlogina,,,
15015,http://www.wikidata.org/entity/Q39372901,Encyclia rhombilabia,,,
15018,http://www.wikidata.org/entity/Q15384267,Euphorbia distinctissima,,,
15020,http://www.wikidata.org/entity/Q1403984,Aloe canarina,201365,data deficient,
15023,http://www.wikidata.org/entity/Q1514251,Opuntia conjungens,,,
15024,http://www.wikidata.org/entity/Q4987343,Bulbophyllum amphorimorphum,,,
15026,http://www.wikidata.org/entity/Q15459878,Dendrobium minimum,,,
15030,http://www.wikidata.org/entity/Q9580917,Acianthus confusus,,,
15031,http://www.wikidata.org/entity/Q17270554,Dendrobium simplex,,,
15034,http://www.wikidata.org/entity/Q15473328,Eria lanigera,,,
15035,http://www.wikidata.org/entity/Q15500969,Masdevallia newmaniana,,,
15037,http://www.wikidata.org/entity/Q4988240,Bulbophyllum insolitum,,,
15039,http://www.wikidata.org/entity/Q7194815,Eria xanthocheila,,,
15040,http://www.wikidata.org/entity/Q17037347,Cyathea harrisii,,,
15041,http://www.wikidata.org/entity/Q337727,Acanthocereus colombianus,,,
15042,http://www.wikidata.org/entity/Q15453548,Dendrobium dentatum,,,
15048,http://www.wikidata.org/entity/Q5437850,Zamia ulei,42180,near threatened,
15049,http://www.wikidata.org/entity/Q10268683,Dracula vinacea,,,
15050,http://www.wikidata.org/entity/Q10262610,Cycas curranii,42090,critically endangered,Cycad ; Curran’s Pitogo
15051,http://www.wikidata.org/entity/Q15471441,Triphora wagneri,,,
15052,http://www.wikidata.org/entity/Q15314969,Echinopsis nigra,,,
15054,http://www.wikidata.org/entity/Q15442712,Catasetum thompsonii,,,
15058,http://www.wikidata.org/entity/Q15287479,Caladenia colorata,,,Coloured spider-orchid
15061,http://www.wikidata.org/entity/Q15494261,Masdevallia brachyura,,,
15065,http://www.wikidata.org/entity/Q15477186,Angraecum rhizanthium,,,
15068,http://www.wikidata.org/entity/Q4987539,Bulbophyllum burttii,,,
15070,http://www.wikidata.org/entity/Q15452714,Dendrobium crassicaule,,,
15071,http://www.wikidata.org/entity/Q1494878,Mammillaria knippeliana,152905,data deficient,
15073,http://www.wikidata.org/entity/Q4995408,Bulbophyllum peramoenum,,,
15074,http://www.wikidata.org/entity/Q5197573,Cyathea fuliginosa,,,
15075,http://www.wikidata.org/entity/Q43348,Aloe ketabrowniorum,44392819,endangered species,
15077,http://www.wikidata.org/entity/Q15460203,Dendrobium pictum,,,
15078,http://www.wikidata.org/entity/Q1945834,Dalbergia baronii,33955,vulnerable,
15079,http://www.wikidata.org/entity/Q15440503,Calanthe cruciata,,,
15083,http://www.wikidata.org/entity/Q4763894,Angraecopsis tridens,39567,near threatened,
15086,http://www.wikidata.org/entity/Q1532441,Ophrys isaura,,,
15088,http://www.wikidata.org/entity/Q10260986,Corybas abellianus,,,Nodding helmet orchid
15089,http://www.wikidata.org/entity/Q15485896,Habenaria woodii,,,
15090,http://www.wikidata.org/entity/Q2650033,Aloe johannis,,,
15091,http://www.wikidata.org/entity/Q1099745,Cleistocactus muyurinensis,,,
15092,http://www.wikidata.org/entity/Q4995859,Bulbophyllum tahitense,,,
15097,http://www.wikidata.org/entity/Q4995665,Bulbophyllum sandrangatense,,,
15099,http://www.wikidata.org/entity/Q15611475,Cyathea amazonica,,,
15102,http://www.wikidata.org/entity/Q15454681,Dendrobium cymbulipes,,,
15103,http://www.wikidata.org/entity/Q55875520,Lycaste mezae,,,
15104,http://www.wikidata.org/entity/Q4995773,Bulbophyllum spadiciflorum,,,
15106,http://www.wikidata.org/entity/Q39348517,Platylepis sechellarum,,,
15108,http://www.wikidata.org/entity/Q15474201,Eria bogoriensis,,,
15110,http://www.wikidata.org/entity/Q49523089,Schiedeella falcata,,,
15111,http://www.wikidata.org/entity/Q39367750,Phalaenopsis rosenstromii,,,
15116,http://www.wikidata.org/entity/Q15287732,Caladenia xanthochila,,,
15118,http://www.wikidata.org/entity/Q4995312,Bulbophyllum orectopetalum,,,
15119,http://www.wikidata.org/entity/Q1562373,Opuntia atropes,,,
15121,http://www.wikidata.org/entity/Q15447688,Scaphosepalum lima,,,
15124,http://www.wikidata.org/entity/Q10265055,Dendrophylax sallei,,,
15125,http://www.wikidata.org/entity/Q15429978,Angraecum oberonia,,,
15126,http://www.wikidata.org/entity/Q65938442,Eulophia bicarinata,,,
15127,http://www.wikidata.org/entity/Q15461737,Dendrobium poissonianum,,,
15129,http://www.wikidata.org/entity/Q15499728,Masdevallia cinnamomea,,,
15130,http://www.wikidata.org/entity/Q15496710,Agrostophyllum latilobum,,,
15132,http://www.wikidata.org/entity/Q4995653,Bulbophyllum rugulosum,,,
15134,http://www.wikidata.org/entity/Q15483240,Habenaria macraithii,,,Whiskered rein orchid
15135,http://www.wikidata.org/entity/Q65936219,Dendrobium tattonianum,,,
15136,http://www.wikidata.org/entity/Q15469434,Malaxis bayardii,64176353,critically endangered,Adder’s-mouth ; Adder’s-mouth Orchid ; Appalachian Adder’s-mouth Orchid ; Bayard's adder's-mouth orchid ; Bayard’s Adder’s-mouth Orchid ; Bayard’s Malaxis
15138,http://www.wikidata.org/entity/Q15458665,Dendrobium kentrophyllum,,,
15140,http://www.wikidata.org/entity/Q9673686,Caladenia insularis,,,French Island spider orchid
15141,http://www.wikidata.org/entity/Q15487690,Lepanthes erepsis,,,
15142,http://www.wikidata.org/entity/Q15495921,Rangaeris longicaudata,,,
15143,http://www.wikidata.org/entity/Q15611824,Cyathea phalaenolepis,,,
15145,http://www.wikidata.org/entity/Q65932135,Caladenia holmesii,,,
15146,http://www.wikidata.org/entity/Q15383344,Euphorbia cataractarum,,,
15148,http://www.wikidata.org/entity/Q15471081,Malleola ligulata,,,
15149,http://www.wikidata.org/entity/Q15442043,Pleurothallis parvula,,,
15153,http://www.wikidata.org/entity/Q4987823,Bulbophyllum desmanthum,,,
15155,http://www.wikidata.org/entity/Q15494778,Liparis sula,,,
15156,http://www.wikidata.org/entity/Q4987852,Bulbophyllum discilabium,,,
15159,http://www.wikidata.org/entity/Q15555071,Alsophila paucifolia,,,
15160,http://www.wikidata.org/entity/Q15432508,Constantia cristinae,,,
15162,http://www.wikidata.org/entity/Q17187887,Sphaeropteris propinqua,,,
15163,http://www.wikidata.org/entity/Q4987687,Bulbophyllum comptonii,,,
15164,http://www.wikidata.org/entity/Q4995991,Bulbophyllum vagans,,,
15165,http://www.wikidata.org/entity/Q4995717,Bulbophyllum semiteres,,,
15169,http://www.wikidata.org/entity/Q15467215,Jacquiniella aporophylla,,,
15170,http://www.wikidata.org/entity/Q15473255,Moerenhoutia heteromorpha,,,
15171,http://www.wikidata.org/entity/Q15496879,Masdevallia ustulata,,,
15172,http://www.wikidata.org/entity/Q39385224,Oncidium bahamense,,,
15173,http://www.wikidata.org/entity/Q10267390,Diuris flavescens,,,Pale yellow doubletail
15174,http://www.wikidata.org/entity/Q49519567,Pleurothallis aristocratica,,,
15175,http://www.wikidata.org/entity/Q10577922,Masdevallia graminea,,,
15179,http://www.wikidata.org/entity/Q4996004,Bulbophyllum verruciferum,,,
15180,http://www.wikidata.org/entity/Q15383617,Euphorbia dispersa,,,
15181,http://www.wikidata.org/entity/Q282447,Bulbophyllum zambalense,,,
15184,http://www.wikidata.org/entity/Q15483254,Hagsatera rosilloi,,,
15185,http://www.wikidata.org/entity/Q1247657,Flickingeria nativitatis,,,
15186,http://www.wikidata.org/entity/Q15250514,Gastrochilus ciliaris,,,
15188,http://www.wikidata.org/entity/Q15467500,Isochilus bracteatus,,,
15191,http://www.wikidata.org/entity/Q15442438,Catasetum intermedium,,,
15193,http://www.wikidata.org/entity/Q15697033,Aquilaria brachyantha,88305632,data deficient,
15194,http://www.wikidata.org/entity/Q15473061,Mormolyca schweinfurthiana,,,
15195,http://www.wikidata.org/entity/Q39349064,Chamaeanthus begaudii,,,
15197,http://www.wikidata.org/entity/Q39382462,Pleurothallis thymochila,,,
15198,http://www.wikidata.org/entity/Q1368388,Espostoa ruficeps,,,
15207,http://www.wikidata.org/entity/Q17185280,Alsophila capensis,,,
15208,http://www.wikidata.org/entity/Q15613129,Cyathea subincisa,,,
15210,http://www.wikidata.org/entity/Q5636699,Habenaria mairei,46679,vulnerable,
15212,http://www.wikidata.org/entity/Q4995471,Bulbophyllum platypodum,,,
15213,http://www.wikidata.org/entity/Q15461380,Dendrobium pseudopeloricum,,,
15215,http://www.wikidata.org/entity/Q15455390,Dendrobium gemellum,,,
15217,http://www.wikidata.org/entity/Q15468723,Thrixspermum pulchellum,,,
15218,http://www.wikidata.org/entity/Q15443385,Catasetum vinaceum,,,
15219,http://www.wikidata.org/entity/Q15495998,Masdevallia isos,,,
15220,http://www.wikidata.org/entity/Q15492275,Bonatea pulchella,,,
15221,http://www.wikidata.org/entity/Q17242812,Diospyros subenervis,84922093,vulnerable,
15223,http://www.wikidata.org/entity/Q16138498,Nepenthes anamensis,39641,data deficient,
15224,http://www.wikidata.org/entity/Q4987970,Bulbophyllum fallax,,,
15225,http://www.wikidata.org/entity/Q15267419,Brassavola cebolleta,,,
15228,http://www.wikidata.org/entity/Q4987418,Bulbophyllum asperulum,,,
15229,http://www.wikidata.org/entity/Q15441601,Calanthe tahitensis,,,
15230,http://www.wikidata.org/entity/Q5197567,Cyathea exilis,,,
15231,http://www.wikidata.org/entity/Q4988185,Bulbophyllum hoyifolium,,,
15232,http://www.wikidata.org/entity/Q15481243,Habenaria linguiformis,,,
15233,http://www.wikidata.org/entity/Q15472762,Epidendrum polychromum,,,
15235,http://www.wikidata.org/entity/Q15451223,Dendrobium calcaratum,,,
15236,http://www.wikidata.org/entity/Q10266912,Disa dichroa,,,
15237,http://www.wikidata.org/entity/Q15450597,Dendrobium angiense,,,
15238,http://www.wikidata.org/entity/Q4995997,Bulbophyllum vanvuurenii,,,
15239,http://www.wikidata.org/entity/Q17037642,Cyathea pukuana,,,
15244,http://www.wikidata.org/entity/Q15447925,Restrepia renzii,,,
15246,http://www.wikidata.org/entity/Q22106582,Chaseella pseudohydra,,,
15248,http://www.wikidata.org/entity/Q15496808,Masdevallia pollux,,,
15250,http://www.wikidata.org/entity/Q1723364,Aloe bertemariae,201385,data deficient,
15251,http://www.wikidata.org/entity/Q4988225,Bulbophyllum incisilabrum,,,
15252,http://www.wikidata.org/entity/Q15400809,Euphorbia richardsiae,,,
15256,http://www.wikidata.org/entity/Q55852860,Encyclia cyanocolumna,,,
15257,http://www.wikidata.org/entity/Q4988034,Bulbophyllum fraudulentum,,,
15258,http://www.wikidata.org/entity/Q10262640,Cycas orientis,41992,least concern,
15260,http://www.wikidata.org/entity/Q15607677,Cyathea hirsuta,,,
15261,http://www.wikidata.org/entity/Q39314138,Pleurothallis chrysantha,,,
15264,http://www.wikidata.org/entity/Q21299994,Oncidium oestlundianum,,,
15265,http://www.wikidata.org/entity/Q2072954,Galanthus peshmenii,164899,vulnerable,Snowdrop
15268,http://www.wikidata.org/entity/Q4987365,Bulbophyllum angusteovatum,,,
15269,http://www.wikidata.org/entity/Q4995793,Bulbophyllum stellula,,,
15270,http://www.wikidata.org/entity/Q15343803,Diospyros cupulifera,,,
15271,http://www.wikidata.org/entity/Q4995259,Bulbophyllum nipondhii,,,
15272,http://www.wikidata.org/entity/Q15488596,Lepanthes loddigesiana,,,
15274,http://www.wikidata.org/entity/Q9790566,Coelogyne carinata,,,
15276,http://www.wikidata.org/entity/Q15439711,Calanthe balansae,,,
15277,http://www.wikidata.org/entity/Q15500712,Pteroceras fraternum,,,
15278,http://www.wikidata.org/entity/Q15497912,Masdevallia recurvata,,,
15279,http://www.wikidata.org/entity/Q15343903,Diospyros sphaerosepala,,,
15281,http://www.wikidata.org/entity/Q39331691,Ophrys ciliata,,,
15282,http://www.wikidata.org/entity/Q15488213,Prasophyllum diversiflorum,,,Gorae leek orchid
15283,http://www.wikidata.org/entity/Q5674817,Ancistrorhynchus straussii,,,
15284,http://www.wikidata.org/entity/Q15482546,Peristylus banfieldii,,,Yellow ogre orchid
15286,http://www.wikidata.org/entity/Q15448570,Cycnoches manoelae,,,
15288,http://www.wikidata.org/entity/Q15591424,Alsophila tussacii,,,
15293,http://www.wikidata.org/entity/Q17185748,Alsophila solomonensis,,,
15294,http://www.wikidata.org/entity/Q17188684,Sphaeropteris ledermannii,,,
15295,http://www.wikidata.org/entity/Q15461377,Eurystyles cogniauxii,,,
15296,http://www.wikidata.org/entity/Q15496437,Sigmatostalix miranda,,,
15299,http://www.wikidata.org/entity/Q10368795,Scaphyglottis robusta,,,
15300,http://www.wikidata.org/entity/Q15381563,Euphorbia colliculina,,,
15302,http://www.wikidata.org/entity/Q22696075,Orchis ustulata,,,
15303,http://www.wikidata.org/entity/Q5476482,Polystachya geniculata,46367,endangered species,Orchid
15304,http://www.wikidata.org/entity/Q15496767,Masdevallia leonardoi,,,
15305,http://www.wikidata.org/entity/Q1055022,Cereus albicaulis,151858,least concern,
15307,http://www.wikidata.org/entity/Q15347006,Diospyros perrieri,,,
15310,http://www.wikidata.org/entity/Q15463738,Dendrobium viriditepalum,,,
15313,http://www.wikidata.org/entity/Q17274464,Encephalartos kanga,41948,critically endangered,Cycad
15314,http://www.wikidata.org/entity/Q4987340,Bulbophyllum ambrosia,,,
15315,http://www.wikidata.org/entity/Q15459389,Drymoda siamensis,,,
15317,http://www.wikidata.org/entity/Q15473000,Epidendrum platychilum,,,
15318,http://www.wikidata.org/entity/Q39323488,Eria dischorensis,,,
15319,http://www.wikidata.org/entity/Q17041956,Cyathea pendula,,,
15322,http://www.wikidata.org/entity/Q15435333,Platanthera amabilis,,,
15325,http://www.wikidata.org/entity/Q15497603,Masdevallia senghasiana,,,
15326,http://www.wikidata.org/entity/Q4988282,Bulbophyllum kegelii,,,
15328,http://www.wikidata.org/entity/Q15498329,Nervilia beumeei,,,
15331,http://www.wikidata.org/entity/Q4994899,Bulbophyllum lamelluliferum,,,
15332,http://www.wikidata.org/entity/Q38228189,Alsophila amboinensis,,,
15334,http://www.wikidata.org/entity/Q10261984,Cryptostylis acutata,,,
15335,http://www.wikidata.org/entity/Q65944349,Oberonia neocaledonica,,,
15336,http://www.wikidata.org/entity/Q15463814,Dendrochilum angustifolium,,,
15337,http://www.wikidata.org/entity/Q15465830,Tainia speciosa,,,
15338,http://www.wikidata.org/entity/Q15488748,Porroglossum mordax,,,
15339,http://www.wikidata.org/entity/Q15342669,Diospyros quercina,,,
15343,http://www.wikidata.org/entity/Q15496347,Sigmatostalix minax,,,
15348,http://www.wikidata.org/entity/Q4995235,Bulbophyllum nematorhizis,,,
15350,http://www.wikidata.org/entity/Q15500841,Suarezia ecuadorana,,,
15351,http://www.wikidata.org/entity/Q15445072,Chelonistele richardsii,,,
15352,http://www.wikidata.org/entity/Q4995691,Bulbophyllum scaphosepalum,,,
15353,http://www.wikidata.org/entity/Q15471064,Malaxis rosei,,,
15363,http://www.wikidata.org/entity/Q15500221,Masdevallia mutica,,,
15364,http://www.wikidata.org/entity/Q15592267,Cyathea sipapoensis,,,
15365,http://www.wikidata.org/entity/Q4988058,Bulbophyllum gautierense,,,
15366,http://www.wikidata.org/entity/Q17185076,Alsophila amintae,,,forest alsophila
15367,http://www.wikidata.org/entity/Q4995739,Bulbophyllum sibuyanense,,,
15368,http://www.wikidata.org/entity/Q15448575,Dichaea histrio,,,
15369,http://www.wikidata.org/entity/Q4988203,Bulbophyllum idenburgense,,,
15370,http://www.wikidata.org/entity/Q15490145,Lepanthes quaternaria,,,
15371,http://www.wikidata.org/entity/Q4987827,Bulbophyllum devium,,,
15372,http://www.wikidata.org/entity/Q15443382,Catasetum taguariense,,,
15373,http://www.wikidata.org/entity/Q1307801,Haageocereus tenuis,152883,critically endangered,
15374,http://www.wikidata.org/entity/Q15484010,Peristylus djampangensis,,,
15375,http://www.wikidata.org/entity/Q17187166,Sphaeropteris leucolepis,,,
15376,http://www.wikidata.org/entity/Q15498404,Angraecum aviceps,,,
15379,http://www.wikidata.org/entity/Q15497053,Masdevallia scabrilinguis,,,
15382,http://www.wikidata.org/entity/Q15288453,Coelogyne yiii,,,
15385,http://www.wikidata.org/entity/Q15496165,Chiloglottis longiclavata,,,Northern wasp orchid
15388,http://www.wikidata.org/entity/Q15496546,Masdevallia expers,,,
15389,http://www.wikidata.org/entity/Q1245298,Bulbophyllum samoanum,,,
15390,http://www.wikidata.org/entity/Q15484073,Lepanthes breedlovei,,,
15394,http://www.wikidata.org/entity/Q4996007,Bulbophyllum verruculiferum,,,
15400,http://www.wikidata.org/entity/Q15287752,Campylocentrum polystachyum,,,
15402,http://www.wikidata.org/entity/Q15499161,Masdevallia synthesis,,,
15404,http://www.wikidata.org/entity/Q4995280,Bulbophyllum obtusipetalum,,,
15405,http://www.wikidata.org/entity/Q15432429,Constantia australis,,,
15406,http://www.wikidata.org/entity/Q10266997,Disa similis,,,
15407,http://www.wikidata.org/entity/Q15478809,Habenaria costaricensis,,,
15412,http://www.wikidata.org/entity/Q15500279,Lockhartia serra,,,
15413,http://www.wikidata.org/entity/Q4995821,Bulbophyllum subclausum,,,
15414,http://www.wikidata.org/entity/Q5197924,Cycas calcicola,41989,least concern,Cycad
15416,http://www.wikidata.org/entity/Q15489089,Prasophyllum morganii,,,Cobungra leek orchid
15417,http://www.wikidata.org/entity/Q15483016,Peristeria lindenii,,,
15421,http://www.wikidata.org/entity/Q17187685,Sphaeropteris polypoda,,,
15422,http://www.wikidata.org/entity/Q15460536,Dendrobium rhodostele,,,
15423,http://www.wikidata.org/entity/Q17185229,Alsophila kleinii,,,
15427,http://www.wikidata.org/entity/Q15469084,Thelymitra frenchii,,,Scarp sun orchid
15429,http://www.wikidata.org/entity/Q17188196,Sphaeropteris megalosora,,,
15430,http://www.wikidata.org/entity/Q1387899,Dalbergia tsiandalana,38304,endangered species,
15431,http://www.wikidata.org/entity/Q15472643,Microtatorchis hosokawae,,,
15432,http://www.wikidata.org/entity/Q15470393,Trichopilia punctata,,,
15433,http://www.wikidata.org/entity/Q15456490,Dendrobium jabiense,,,
15434,http://www.wikidata.org/entity/Q4995770,Bulbophyllum sopoetanense,,,
15437,http://www.wikidata.org/entity/Q39359933,Gymnadenia fujisanensis,,,
15438,http://www.wikidata.org/entity/Q4995610,Bulbophyllum rhomboglossum,,,
15439,http://www.wikidata.org/entity/Q15479033,Oberonia laeta,,,
15441,http://www.wikidata.org/entity/Q15496407,Sobralia pfavii,,,
15442,http://www.wikidata.org/entity/Q15430777,Angraecum rhynchoglossum,,,
15443,http://www.wikidata.org/entity/Q4995853,Bulbophyllum systenochilum,,,
15444,http://www.wikidata.org/entity/Q12174924,Euphorbia fissispina,,,
15445,http://www.wikidata.org/entity/Q4988281,Bulbophyllum keekee,,,
15447,http://www.wikidata.org/entity/Q1888271,Mammillaria ekmanii,152315,data deficient,
15448,http://www.wikidata.org/entity/Q17186927,Cyathea vernicosa,,,
15450,http://www.wikidata.org/entity/Q15431267,Angraecum tenuispica,,,
15451,http://www.wikidata.org/entity/Q39383500,Lycaste peruviana,,,
15453,http://www.wikidata.org/entity/Q15471149,Macroclinium glicensteinii,,,
15454,http://www.wikidata.org/entity/Q4995946,Bulbophyllum trilineatum,,,
15455,http://www.wikidata.org/entity/Q49522994,Maxillaria nagelii,,,
15458,http://www.wikidata.org/entity/Q15495042,Sacoila argentina,,,
15459,http://www.wikidata.org/entity/Q15387160,Euphorbia macella,,,
15463,http://www.wikidata.org/entity/Q17185037,Alsophila hirsutissima,,,
15464,http://www.wikidata.org/entity/Q4987357,Bulbophyllum andohahelense,,,
15466,http://www.wikidata.org/entity/Q4987590,Bulbophyllum caudatisepalum,,,
15468,http://www.wikidata.org/entity/Q15041272,Opuntia silvestris,,,
15469,http://www.wikidata.org/entity/Q15451348,Dendrobium annae,,,
15470,http://www.wikidata.org/entity/Q15487813,Lepanthes homotaxis,,,
15472,http://www.wikidata.org/entity/Q15468392,Epidendrum cerinum,,,
15473,http://www.wikidata.org/entity/Q4987966,Bulbophyllum falciferum,,,
15474,http://www.wikidata.org/entity/Q15465211,Taeniophyllum trachypus,,,
15476,http://www.wikidata.org/entity/Q10268622,Dracula lehmanniana,,,
15479,http://www.wikidata.org/entity/Q15436482,Cranichis reticulata,,,
15480,http://www.wikidata.org/entity/Q21369890,Cyclamen ×hildebrandii,,,
15481,http://www.wikidata.org/entity/Q15383907,Euphorbia dumeticola,,,
15482,http://www.wikidata.org/entity/Q267343,Bulbophyllum sanguineum,68501327,critically endangered,
15483,http://www.wikidata.org/entity/Q4987760,Bulbophyllum cyanotriche,,,
15485,http://www.wikidata.org/entity/Q15387621,Euphorbia mosaica,,,
15486,http://www.wikidata.org/entity/Q15473788,Vanda devoogtii,,,
15487,http://www.wikidata.org/entity/Q15465074,Dendrochilum exalatum,,,
15490,http://www.wikidata.org/entity/Q15489575,Lepanthes nigriscapa,,,
15494,http://www.wikidata.org/entity/Q15463427,Dendrobium wenzelii,,,
15495,http://www.wikidata.org/entity/Q15447664,Restrepia echo,,,
15498,http://www.wikidata.org/entity/Q15340307,Diospyros lokohensis,,,
15500,http://www.wikidata.org/entity/Q4987624,Bulbophyllum chondriophorum,,,
15501,http://www.wikidata.org/entity/Q1347245,Epiphyllum columbiense,,,
15502,http://www.wikidata.org/entity/Q4995219,Bulbophyllum namoronae,,,
15503,http://www.wikidata.org/entity/Q10267004,Disa tenuicornis,,,
15506,http://www.wikidata.org/entity/Q4995871,Bulbophyllum tenompokense,,,
15508,http://www.wikidata.org/entity/Q15497549,Masdevallia vasquezii,,,
15509,http://www.wikidata.org/entity/Q15496157,Lockhartia amoena,,,
15510,http://www.wikidata.org/entity/Q4987563,Bulbophyllum camptochilum,,,
15512,http://www.wikidata.org/entity/Q1335578,Euphorbia martinae,44387,vulnerable,
15513,http://www.wikidata.org/entity/Q4988112,Bulbophyllum groeneveldtii,,,
15514,http://www.wikidata.org/entity/Q15584793,Cyathea haughtii,,,
15515,http://www.wikidata.org/entity/Q15382151,Euphorbia contorta,,,
15516,http://www.wikidata.org/entity/Q17320709,Liparis viridicallus,,,
15521,http://www.wikidata.org/entity/Q4995626,Bulbophyllum romburghii,,,
15522,http://www.wikidata.org/entity/Q15389109,Euphorbia suppressa,,,
15524,http://www.wikidata.org/entity/Q2027636,Opuntia joconostle,,,
15527,http://www.wikidata.org/entity/Q17188337,Sphaeropteris subsessilis,,,
15530,http://www.wikidata.org/entity/Q55959956,Stelis tricuspis,,,
15534,http://www.wikidata.org/entity/Q5795432,Cymbidium sanderae,,,
15535,http://www.wikidata.org/entity/Q4987731,Bulbophyllum cruciatum,,,
15536,http://www.wikidata.org/entity/Q10268613,Dracula hirtzii,,,
15540,http://www.wikidata.org/entity/Q15461399,Erythrodes latifolia,,,
15541,http://www.wikidata.org/entity/Q15469408,Trias rosea,,,
15542,http://www.wikidata.org/entity/Q39371251,Cranichis schaffneri,,,
15544,http://www.wikidata.org/entity/Q5485459,Habenaria maitlandii,39937,critically endangered,Orchid
15545,http://www.wikidata.org/entity/Q15346486,Diospyros perreticulata,,,
15546,http://www.wikidata.org/entity/Q15497487,Acineta sulcata,,,
15550,http://www.wikidata.org/entity/Q1237363,Pilosocereus flavipulvinatus,152873,least concern,
15551,http://www.wikidata.org/entity/Q15448291,Restrepia mendozae,,,
15553,http://www.wikidata.org/entity/Q15478065,Oberonia truncata,,,
15554,http://www.wikidata.org/entity/Q4987404,Bulbophyllum ariel,,,
15556,http://www.wikidata.org/entity/Q2649985,Aloe gilbertii,201397,least concern,
15557,http://www.wikidata.org/entity/Q17185555,Alsophila excavata,,,
15559,http://www.wikidata.org/entity/Q15476030,Trisetella triaristella,,,
15561,http://www.wikidata.org/entity/Q4987557,Bulbophyllum calvum,87584297,vulnerable,
15562,http://www.wikidata.org/entity/Q4995538,Bulbophyllum pungens,,,
15563,http://www.wikidata.org/entity/Q15461510,Dendrobium steatoglossum,,,
15564,http://www.wikidata.org/entity/Q15494615,Rudolfiella bicornaria,,,
15569,http://www.wikidata.org/entity/Q4987654,Bulbophyllum clipeibulbum,,,
15571,http://www.wikidata.org/entity/Q39379597,Pleurothallis mucronata,,,
15576,http://www.wikidata.org/entity/Q4995549,Bulbophyllum quadrialatum,,,
15577,http://www.wikidata.org/entity/Q15467119,Dryadella verrucosa,,,
15578,http://www.wikidata.org/entity/Q5197922,Cycas cairnsiana,41972,vulnerable,Cycad
15581,http://www.wikidata.org/entity/Q4995842,Bulbophyllum succedaneum,,,
15583,http://www.wikidata.org/entity/Q17037610,Cyathea societarum,,,
15584,http://www.wikidata.org/entity/Q612543,Aloe steffanieana,,,
15588,http://www.wikidata.org/entity/Q4987386,Bulbophyllum apheles,,,
15590,http://www.wikidata.org/entity/Q15342263,Diospyros olacinoides,,,
15592,http://www.wikidata.org/entity/Q15430488,Angraecum pterophyllum,,,
15593,http://www.wikidata.org/entity/Q15466359,Homalopetalum pumilum,,,
15594,http://www.wikidata.org/entity/Q15386586,Euphorbia johannis,,,
15595,http://www.wikidata.org/entity/Q10266945,Disa maculata,,,
15597,http://www.wikidata.org/entity/Q2649912,Aloe clarkei,201359,least concern,
15605,http://www.wikidata.org/entity/Q49523085,Schiedeella eriophora,,,
15606,http://www.wikidata.org/entity/Q964380,Selenicereus atropilosus,152769,endangered species,
15607,http://www.wikidata.org/entity/Q15497461,Nervilia jacksoniae,,,
